gene_name,HH001_A1_SA_S1
AC009120.4,0.0
RNA5SP208,0.0
ADGB,28.144000000000002
ZDHHC4P1,0.0
AC018645.3,6.0
AC092017.2,0.0
USP12,292.0
RAB3GAP2,321.553
PRUNEP1,0.0
LYPD8,24.138
AL133467.1,2.0
GZMH,26.737000000000002
AC005993.1,0.0
AC092143.4,0.0
AL355994.5,0.0
LINC01987,0.0
AC019193.2,0.0
TXNP4,0.0
AL512422.2,0.0
TEX22,21.253999999999998
TRAV35,3.0
FCER2,27.0
AC068295.1,0.0
SPSB1,8.0
AC091607.1,0.0
PNPO,152.417
AL353637.1,1.0
AC084855.1,0.0
OR4A43P,0.0
AC098848.1,0.0
AC111186.1,0.0
AL772161.1,2.0
DPH5,63.32399999999999
ARFRP1,201.06599999999997
MIR548AX,0.0
AC110772.1,0.0
GRHL1,24.044
RPL5P30,1.006
MIR1291,2.0540000000000003
RNU6-830P,0.0
AC107982.1,0.0
LINC00459,0.0
AC103702.2,1.004
AC015849.4,16.868
LINC00345,0.0
OR7G1,0.0
AC114982.2,2.0
RPL6P21,0.0
MIR526B,0.0
AL133375.1,0.0
ZNF847P,0.0
LINC01073,4.0
LNCPRESS2,0.0
GPC6,1.0
AC104435.1,0.0
AL513174.1,0.0
AC004590.1,0.0
MIR4453,0.0
AP001269.2,0.0
AC007742.1,1.0
ZNF232,14.0
PPP1R11P2,0.0
MIR586,1.0
AC243967.2,10.0
AC136424.1,0.0
AC112198.4,0.0
NEXMIF,6.007000000000001
FH,23.999000000000002
AL162872.1,36.0
RIPOR1,175.00099999999998
TMEM106C,14.0
RPL12P42,0.0
UNC5C,1.0
TRERNA1,0.0
PFKFB1,0.0
AC026523.2,99.125
C8orf4,0.0
MIR5695,0.0
HIST1H2BD,134.315
AC074257.1,0.0
AL357563.1,0.0
VN1R90P,1.0
LINC01909,16.259999999999998
AC017099.1,9.0
TNIP2,85.0
AL671511.1,4043.8990000000003
AMH,3.0
KIF12,4.0
LDHAP7,1.0
AC025171.1,41.607
SPINK9,16.793
AC079329.1,0.0
PSCA,2.0
ZNRF1,35.30199999999999
UFL1,164.0
MIR6755,0.0
UTP15,116.661
SNX18P23,0.0
TRBV8-2,0.0
SDR42E1P5,19.0
AC245166.1,0.0
RPL23AP97,0.0
AP003716.2,0.0
GPC5-AS2,0.0
FBXL21,0.0
ATPAF1,117.32799999999999
AC068672.1,1.0
NUP205,170.36200000000002
GUCY2GP,0.0
TRPV1,119.11100000000002
AL139039.1,0.0
S1PR2,135.32
EEFSEC,38.0
AL355310.3,0.0
AC006457.1,0.0
DUX4L45,0.0
SCRT1,0.0
PAPOLB,4.0
MIR1908,0.0
AC015878.2,49.971000000000004
NMTRQ-TTG12-1,0.0
AC011483.4,0.0
IGSF10,5.0
RNU6-32P,624.23
CICP12,3.0
SNORA37,1447.576
RPL23AP94,2.0
RN7SL204P,41.38399999999999
BRCC3P1,1.024
MIR548AG2,0.0
AP005329.1,22.0
AC105313.1,0.0
KMT5C,23.083
AC064853.1,0.0
AL390726.3,2.0
RNU6-965P,0.0
AL158209.1,5.331
RN7SL77P,0.0
MIR519A1,0.0
AC092628.2,0.0
AL135923.2,0.0
RPL5P21,0.0
RN7SL14P,2.187
RN7SL38P,413.20099999999996
TNFRSF1B,1622.4479999999999
AL645634.2,0.0
KIF25-AS1,41.153999999999996
TCTEX1D2,45.469
AL132801.1,17.799
MIR4278,0.0
CAB39P1,0.0
HIRIP3,8.0
AC243965.1,0.0
NFKB1,399.00100000000003
GAPDHP23,1.0
RN7SL868P,1.015
PLPPR3,0.0
UBTFL8,0.0
AC139530.1,13.850999999999999
MIR5699,0.0
AP000911.4,0.0
AC016956.1,0.0
SRGAP3-AS4,4.0
TEX19,0.0
AC009542.2,2.033
RCL1,204.822
AC091810.1,0.0
MTND4P14,36.0
AC009320.1,0.0
C1orf131,132.711
RGS7BP,1.0
KLHL12,209.0
AC009643.1,0.0
MEMO1P4,0.0
OR1P1,0.0
AP002498.1,29.0
AC078938.1,0.0
AP003419.3,27.0
AC008915.1,44.235
AC006499.7,0.0
PEBP1P1,0.0
AC009597.2,0.0
AC068831.5,0.0
SCAND2P,614.845
HEBP2,496.40500000000003
NDUFS6,85.0
AP000902.1,0.0
SDHDP6,44.427
AC087672.1,7.0
AC004696.2,0.0
USP17L20,12.487
AC013640.1,0.0
RN7SL617P,95.262
AC092673.1,0.0
RASAL2,49.45099999999999
OVCA2,7.765
LMTK3,3.0
HSPA4L,98.759
AC098591.1,129.345
CYCSP19,0.0
SLC2A13,95.167
C2CD4C,0.0
BIN2P1,0.0
LRRC8E,40.023
KIF22,80.0
CCDC22,24.000000000000004
MAP3K14,77.604
RNA5SP48,6.005
FUNDC2P2,0.0
EIF4G1,390.187
AC007663.3,3.0
TSTD2,48.001000000000005
AC114491.1,0.0
MTATP6P19,0.0
AC106800.3,0.0
TCF4-AS2,0.0
RNU6-1214P,0.0
SPATA31A5,0.349
Z97206.1,0.0
HOTTIP_1,0.0
PPP6R1,308.161
AP000457.1,0.0
AC099518.6,0.0
RNU6-815P,0.0
APBB2,37.431999999999995
CDK4,144.11599999999999
GAPDHP35,1.0
AL392023.2,28.526999999999997
MIR3937,0.0
RPS6KA2-IT1,1.0
AC092327.1,0.0
AC112191.1,8.448
RNU6-195P,0.0
RPS6P2,0.0
WFIKKN2,5.0
YWHAZP5,1.041
BNIP3P31,0.0
PRDX3P1,0.0
HSPD1,163.44899999999998
HMGN2P40,0.0
ATP9B,787.8829999999999
AC022493.2,0.0
AC092810.3,0.0
AL117339.1,2.0
AC125613.1,31.105
C9orf85,125.35700000000001
AL360295.1,0.0
LINC01722,68.54899999999999
CD101,35.0
AL157394.1,164.0
SNX18P7,1.0
TMX2-CTNND1,0.0
RNY3P4,1.054
AC245297.1,0.0
RNU7-62P,0.0
PCED1B,87.00000000000001
DEFB108E,0.0
SNHG18,1.0
AGXT2,5.0
CKS1BP2,0.0
AL136131.2,0.0
AC087441.1,1.0
LINC00159,0.0
IQCJ-SCHIP1,3.128
FAHD2P1,1.083
LINC02204,5.0
AL031848.1,23.857
AL445383.1,0.0
AC090340.1,2.001
AC008737.3,4.9030000000000005
AC093249.1,0.0
CENPK,198.86399999999998
PHLPP2,237.99400000000003
AL157935.2,0.0
ZNF688,71.16499999999999
FTH1,1957.8239999999998
AC002480.3,1.0
AL672142.1,0.0
ZFRP1,2.0
AC008083.2,0.0
UMAD1,99.001
AC007686.1,1.0
LINC01708,1.0
LINC01864,11.0
ZSCAN21,35.208
AC016292.2,0.0
AC011995.1,0.0
KRT1,28.0
RN7SL498P,1.0
MIR8078,1.0
ADGRF3,15.0
GTF3C4,128.37
BLOC1S4,75.354
ZNF705B,0.0
AC108067.1,6.707000000000001
AL136370.1,8.0
AC027117.1,2.0
AL121820.1,1.0
AC023866.1,0.0
AP000619.3,1.0
RN7SL801P,17.805
IGLV5-52,11.0
AC099063.2,0.0
CNPY4,40.379
FBXL13,384.0
MTND6P17,0.0
EPCAM,32.0
AL353699.1,0.0
GABRR3,2.0
AC091544.5,7.0
AC024270.1,0.0
LINP1,0.0
SPATA31D3,2.0
MIR610,0.0
KRTAP21-3,0.0
AC092687.3,0.0
ZNF154,169.665
AC106772.1,0.0
INTS4,218.882
AC012184.2,0.0
AC116447.1,67.521
PKN2,1239.594
snoU2-30,80.782
IGHV3OR16-11,0.0
PARP1,146.00099999999998
AC109466.1,1585.169
AL591212.2,0.0
LINC00942,29.807
KLF1,21.0
PPP1R10P1,0.0
AL390786.1,1.0
PSAT1P4,0.0
FOXL2NB,129.02
ZBTB37,1757.567
KIAA1524,34.0
PPAT,90.33599999999998
RPS26P30,0.0
RALGDS,101.135
RPS17,491.76
ECM1P1,0.0
RNU7-94P,0.0
AC013470.2,14.440999999999999
AL645927.1,0.0
CDHR1,3.0
FAM160A2,889.0
AL157392.3,544.5749999999999
MRPS12,105.699
AC024933.1,0.0
AL157378.1,0.0
COPS6,59.86000000000001
MCOLN3,59.169
AL355601.1,0.0
MRE11P1,0.0
SLC1A5,132.66199999999998
MIR711,0.0
AC007743.1,3184.262
PSMA3P,0.0
AC067863.1,3.0
ACBD3,253.0
MIR3611,0.0
CYP2C56P,0.0
AC007327.2,0.0
FMNL3,108.00099999999999
SMIM10L2B,2.0
AC117440.1,0.0
ARMCX5,11.043
HNRNPA1P72,0.0
RMI1,137.896
AC068987.4,1.0
TRPC5,0.0
CLPX,422.8910000000001
OR4A49P,5.0
AC023300.1,0.8490000000000001
ADCYAP1,0.0
AC092329.3,0.0
LTBP1,86.99900000000001
AC010240.3,1.0
ANXA8L1,6.0280000000000005
MED28P8,0.0
BTBD19,262.877
AC007402.1,13.304
SHPRH,389.355
RNU6-221P,0.0
AC005005.4,703.9169999999999
AQP7,13.0
AP005135.1,1.0
AL136988.2,0.0
LINC02229,0.0
RNA5SP487,0.0
AC069528.1,0.0
PNPLA6,250.001
DISC2,3.0
AC025857.2,8.0
CCDC58P2,0.0
RNU6-1183P,0.0
HSD17B7P1,0.0
GGT6,30.648000000000003
RN7SKP199,0.0
DPYD-IT1,19.812
OR2A5,59.943000000000005
CYCSP22,0.0
HOTAIRM1_4,4.062
AP001189.2,0.0
MYL6P5,0.0
AC068533.3,0.0
AC008808.1,0.0
AURKC,1.0
AC018552.2,0.0
XAB2,108.0
PNKP,164.51899999999998
AP000346.2,9.41
TBC1D21,0.0
AL121894.2,7.0
AC017081.1,0.0
MTND3P10,0.0
AC005858.4,19.552
AL121655.1,3.0
COX7A2L,392.75500000000005
NMUR2,1.0
RNA5SP80,0.0
CRTC1,46.292
AL021937.1,0.0
AC092106.2,0.0
AC114763.2,33.178000000000004
AC008467.1,165.93900000000002
OR51E2,42.355
AC084346.2,9.0
AC007920.1,0.0
RNU6-193P,0.0
SNORA14A,278.0
LINC00114,41.097
Z74696.2,0.0
DEPDC1-AS1,0.0
FOXD4L1,3.299
MICAL2,1051.8840000000002
RN7SL818P,0.0
MRPS18CP6,0.0
AC009237.4,1.0
ETF1P1,0.0
AC024651.1,10.32
AL450023.1,0.0
EPHB2,20.191
AC015909.5,8.089
AC013269.2,0.0
SPEG,12.116
AC004816.1,1.0
PLAC1,0.0
DNAJB5,17.413
BX323043.1,1.0
RPL23AP56,0.0
FKBP7,19.0
AL024507.2,15.395
AC021678.2,0.0
ENO1,629.801
VASH2,27.832
AC023762.1,0.0
AF146191.1,0.0
AC048387.1,0.0
AP001767.2,0.0
PCCB,119.52199999999999
RNU6-456P,0.0
AL603841.1,0.0
SEC16A,610.0010000000001
LINC01517,0.0
AL162742.2,0.0
SH2D3A,130.16000000000003
TGM6,0.0
AL139811.1,1.0
AC004980.2,8.89
COBL,9.0
AL157713.1,1.156
RN7SL750P,13.447000000000001
GIF,1.0
AC022966.2,1.0
AC007551.2,1.0
SNORA41B,0.0
PAK6,17.87
AP000344.2,0.0
AC099535.1,0.0
PPT1,1063.951
IGKV2D-18,1.383
AP001107.4,0.0
AL031428.1,0.0
R3HDM2P2,0.0
NIPAL3,206.076
TRBV4-2,1.0
IGF2BP2-AS1,15.877
SLC7A6OS,134.0
AC091839.1,0.0
PRELID3BP3,0.0
AC011495.2,0.0
PHKA1P1,0.0
AP003171.3,2.0
SGSH,413.05
RN7SL677P,0.0
SETP20,1.011
STXBP4,96.349
ERLEC1P1,0.0
AP003969.1,0.0
AC002472.1,77.542
AL023284.2,1.0
AC025750.2,0.0
GH1,0.0
HSFX4,0.0
AL591501.1,0.0
LINC00472,0.0
AC136698.1,0.0
ZNF155,31.999000000000002
DDIT4-AS1,1.0
AC000068.1,9.0
AC087385.3,0.0
HNF4GP1,0.0
MIR381HG,0.0
FYCO1,78.999
AL354864.1,0.0
AC104506.1,0.0
CENPX,14.999
AC104233.2,0.0
AC020910.3,0.0
NLRP11,60.283
ATP13A3,1148.0
BTN1A1,2.0
TSNAX,484.64099999999996
GNAI3,3574.263
AL133247.2,0.0
FAM102A,91.0
AL133343.3,2.0
LINC01920,1.0
AL132640.1,1.0
ITGAV,223.0
AC073316.1,3.015
AC123567.2,0.0
AC128685.1,102.54799999999999
TRAV29DV5,0.0
ASB2,7.999999999999999
NEDD4L,84.78399999999999
LINC00870,1.0
AL590229.1,0.0
AC005482.1,0.0
RNU6-176P,3.0
ENO1P3,0.0
TMEM168,325.25700000000006
RPL30P4,0.0
SLC52A1,109.81800000000001
AL590762.3,0.0
AC013399.1,1.6909999999999998
NKD1,20.215999999999998
AC064874.1,0.0
GFRA3,1.0
AP003465.2,0.0
AL035404.1,0.0
CALHM3,0.0
SNORD67,3217.0
DLK1,3.0
HOMER2,146.183
AC027801.4,2.0
AL110115.1,0.0
RN7SL346P,0.0
AL603758.1,0.0
AL596448.1,0.0
DIO1,0.0
LINC01221,0.0
AC092647.2,0.0
KRTAP19-10P,0.0
AC130466.1,99.0
AL353093.1,0.0
AL591684.1,0.0
MIR4446,0.0
TSR3,29.0
RIPK1,180.003
MIR4532,0.0
PPP2R5E,312.99899999999997
C6orf89,468.263
AP001094.1,0.0
PCA3,2.039
AL355309.1,0.0
SLC30A3,31.674
MLLT10P2,0.0
ITGB5-AS1,0.0
PDPK2P,119.137
OR7E101P,0.0
AC098827.1,4.0
AC008737.1,22.0
RPL7P7,5.877000000000001
AC098679.2,0.0
RBL2,2143.026
OR5BC1P,0.0
RN7SKP299,0.0
AC016683.1,1.0
AC005865.1,2.0
DRC7,2.0
VRK1,109.75500000000001
RN7SL523P,12.427999999999999
SNORD68,5238.06
AC117482.1,0.0
HNRNPA1,751.72
AF131216.3,47.92
ZFP30,118.49999999999999
SLC6A1,1.0
AC026444.1,0.0
