gene_name,HH003_A3_SA_S5
PQLC1P1,1.0
AC011467.6,0.0
SNORA74A,396.0
C1QTNF8,7.0
AL512422.2,8.0
LY6G6F,0.0
OSTCP8,5.0
TMSB4XP1,49.629
TOMM22P4,0.0
AC091078.2,6.0
AL606490.5,14.0
AL158210.1,6.0
SPAG16,143.62900000000002
AL451137.1,67.928
ZNF700,84.641
CRYBB2P1,672.029
AC068790.4,1.0
AC079112.1,2.0
DNASE1L3,66.511
AC027237.2,52.711999999999996
AC010969.1,28.641
DEFB109D,2.254
AC098614.3,1.0
PROM2,130.97799999999998
RNU1-89P,12.633
AC008133.2,8.0
LINC00028,0.0
LSM1P2,5.0
TMEM35B,22.621
HNRNPD,607.148
TRBV26,5.0
AC110792.1,3.0
MFSD5,95.00000000000001
AC011466.1,7.255
U73169.1,16.0
AL513327.1,390.78299999999996
AC073195.1,7.0
AC073172.1,34.0
UFSP2,39.817
IMMP2L,76.999
AL034372.1,1.0
HNRNPA3P1,12.933
UBASH3B,345.59400000000005
NPM1P6,6.675
LUZP4P1,1.0
MIR5004,0.0
BX510359.7,1.0
BPIFB5P,5.0
TEX12,3.338
RNU6-517P,1.0
Z97056.1,0.0
CEBPA,54.658
RPL19P20,3.037
KCNJ16,89.282
AC007000.3,25.123
LINC02328,24.0
EIF1P2,1.0
LINC02505,36.058
AL592148.3,54.684
AC019178.1,1.006
AC104971.4,4.0
EDNRB-AS1,5.0
AL035696.2,6.0
AC008066.1,10.0
AP000436.1,2.0
PPP2R3B,93.89100000000002
AC023510.2,32.0
HLA-A,2851.312
FZR1,68.0
AC003035.1,37.786
COL6A1,23.0
RTP1,14.431
FREM2,147.215
TMCO3,1175.8519999999999
SPATS2,262.816
AC007537.1,6.0
MIR3925,0.0
TMEM187,7.999999999999999
AC021088.1,3.319
MYD88,1107.001
AL391669.1,0.0
AL139348.1,31.386
KCNT2,42.0
AC105252.1,1.0
TPO,32.267
AL022393.1,17.0
RNU6-261P,3.0
VCX2,0.0
AC244035.3,11.0
NECTIN4,48.578
LINC00599,52.0
SOX8,11.0
LINC02290,7.0
AC007731.3,10.495999999999999
DEFB105B,0.0
TUBB8,37.165
RNU6-1269P,2.0
ZSCAN1,3.0
AC242988.1,32.514
AC109481.1,2.0
TNFRSF14,136.57999999999998
MDFI,11.0
ZNF609,430.4429999999999
CYBB,2353.0
HCN4,36.0
IFNWP2,2.0
FOXL2NB,199.31
AC073091.1,4.0
AC008638.3,0.0
RN7SL420P,7.051
AC083795.1,0.0
AC011595.2,6.636
RPS8,218.29500000000002
DSG2-AS1,25.488000000000003
NEO1,137.869
AC036101.1,11.0
RNU6-195P,1.0
ARMCX7P,16.523
AC110741.3,3.0
AC091826.2,4.0
SNORD116-24,24.74
SNORA15,3.548
MYLIP,226.0
NDUFA3P1,6.0
GDF6,86.167
MTMR11,84.0
AL117339.1,10.463999999999999
HPVC1,19.0
AF274858.3,4.0
LINC01073,6.0
ADIPOR1,8262.0
AL157714.1,2.0
AC068987.1,3.0
HSP90AB7P,53.653
AC005304.3,2.0
ARHGAP33,36.941
MCM9,278.507
AL353662.1,56.0
AC012358.2,10.0
RPL21P18,3.2569999999999997
RNA5SP253,0.0
AC117392.1,3.0
AC024243.1,13.0
AC011899.1,15.0
AC069113.3,2.0
AC005828.3,0.0
GRIK1-AS1,8.0
ZNF324B,22.409
TAX1BP1,494.684
AC010226.1,13.637999999999998
C7orf25,33.874
AC145285.8,0.0
ACE3P,0.0
AL451062.2,6.0
MRVI1-AS1,33.821999999999996
LINC02560,3.0
AC024451.1,44.0
KLHL29,59.0
AL596266.1,1.0
CXCL3,12.0
AKR1E2,55.0
FCRLB,14.0
CATSPER2P1,84.544
AC136475.2,1.25
AC048338.1,0.0
PHYHIPL,42.265
AC092535.2,8.09
NUTM2G,51.55
AL591684.2,8.117
SLITRK5,227.06900000000002
LINC02159,14.0
AC007016.1,2.0
AC068287.1,1.0
AC011477.2,62.388999999999996
AC096638.1,0.0
ZBTB46-AS1,62.091
LINC00334,1.037
IGLV3-25,4.0
AIG1,169.49300000000002
HAS2,48.419
FAM236C,0.0
OR51A8P,5.0
AP000711.1,6.0
AC068234.1,0.0
MORF4L1P1,16.543
RNU7-87P,0.0
LINC01731,5.642
FAM122C,162.57199999999997
IGSF8,22.0
AC026583.1,0.0
AC093249.6,10.697000000000001
DSCR8,18.43
PPEF2,121.94200000000001
AC007906.2,79.681
AC023509.5,39.0
AC040918.1,14.0
OR2A7,38.0
MIR4317,1.0
PLPPR3,5.0
CAPRIN1,530.887
AL117209.1,22.199
MIR609,0.0
LINC00853,2.0
IL20RA,45.0
GLIS3-AS1,9.0
AL589946.1,6.0
AC026310.3,42.143
CORO1C,724.2470000000001
CCDC73,60.538
AC012236.1,34.0
DUXAP2,1.0
RHPN2,100.93300000000002
SLC9A3P3,6.671
AL008718.1,0.0
AL929236.1,3.3489999999999998
DCDC2,87.077
MFAP2,13.0
AL606490.9,1.079
AC102953.1,1.0
MTCO1P9,17.0
ACTG1P3,6.0
RPL7P57,24.674
AC009704.1,6.0
SNRNP40,88.0
TMEM57,85.001
AC109479.1,1.071
AC104090.1,9.0
SLC52A1,116.55599999999998
AC233724.6,16.677
AGGF1P4,6.305
CAMTA1-IT1,2.0
AL691432.3,1.0
FKBP10,32.770999999999994
ZNF571,368.503
ASLP1,8.545
SUGCT,25.0
SNORD49A,298.907
HBB,379732.47500000003
AC073343.2,66.876
MTCL1P1,0.0
AC134772.1,29.12
CASK-AS1,3.875
AC091987.1,28.0
WRBP1,1.0
AC009831.1,13.7
SNRPC,39.155
AL645927.1,2.0
AC017079.2,2.0
HNRNPCL1,17.128
TRIM6,65.117
RNPEP,248.53199999999998
AF107885.1,82.727
NEFLP1,9.0
TYW3,138.599
AC008569.1,31.63
GANAB,547.652
AC117529.2,132.123
AL137190.1,2.0
HIST2H2BF,495.322
AC104825.2,56.0
AC114814.3,3.0
DBH-AS1,6.0
CROCCP3,220.64100000000002
AL590133.2,21.801000000000002
AC108863.1,0.0
CNTNAP3P5,5.627999999999999
AC068228.3,0.0
AC093323.2,57.413000000000004
AL450306.1,10.845
AC092451.3,12.584000000000001
HAGLR,49.38
AL512638.2,9.044
ERBB3,195.804
SMG1P1,1076.16
RNF6,112.436
AC107993.1,66.171
CYCSP8,1.0
AL672277.1,2.0
EDEM1,916.178
FLJ20021,4.0
JPH4,33.0
PTK7,164.363
RAD18,92.0
RPL5P8,9.0
TRIM23,187.0
HIST1H2AH,93.838
AL450344.3,2.0
RNA5SP82,0.0
AC124944.3,323.511
RN7SKP17,1.0
RNU6-970P,1.0
DNAJC8P1,3.0
AC245187.2,1.25
OR51A4,61.504
HCG9,33.313
PPIAP23,2.005
RNU6-1316P,1.046
AP000474.1,8.0
SAP18P2,4.0
AC096577.1,15.0
AC005808.1,3.0
C9orf50,4.0
AC008481.2,3.0
METTL15P1,9.878
CCDC58P1,3.4760000000000004
IGHVIII-44,9.0
RN7SL146P,13.795
AL161457.2,147.981
MIR936,2.0
PGAM3P,1.0
AL138900.2,4.0
OR13C3,6.0
AL161454.1,8.0
RPL7P20,8.0
RSL24D1P11,4.0
MIR489,0.0
CDC27P1,224.774
AL606517.2,36.0
HNRNPA1P67,7.836
PAX5,103.981
AL445231.1,20.326
RNU4ATAC15P,0.0
FKBP4P7,0.0
Z93242.2,1.0
AC113189.1,0.0
ANKLE2,1324.2949999999998
SMC2-AS1,473.476
RN7SL240P,8.0
VPS33A,285.76800000000003
AL391840.1,6.0
RPL3P4,18.907
AQP7P4,0.0
PYGO2,72.487
ARHGAP6,25.0
DFFB,160.73399999999998
AC005682.1,10.0
BPESC1,19.642
WNT2B,225.14300000000003
RPS24P8,5.847
AL353597.1,6.0
GAS2L2,8.0
MIR940,0.0
GPR137B,123.50399999999999
AL513365.1,17.069000000000003
RNA5SP350,5.0
ADM,344.0
AL158801.5,5.9110000000000005
TRIM72,691.072
NPIPB15,35.594
MINDY2,487.334
CNMD,10.0
SPDYE20P,5.044
RNU6-738P,2.802
HSP90B2P,32.704
AL117378.1,980.547
AC112229.1,0.0
AC009487.2,60.505
AL356055.1,7.0
AC099522.1,3.012
PRUNE2,120.99900000000001
TUBD1,190.815
SPR,12.0
CCDC171,260.44399999999996
AC011131.1,2.0
EIF3B,185.58899999999997
TPT1P13,3.0
LINC01893,4.0
PRR14L,569.0020000000001
AP005137.2,3.0
HNRNPUP1,0.0
AC091076.1,1.0
AC022001.3,7.0
AL137060.1,18.0
LINC00428,2.0
AL136317.2,88.82799999999999
AP004607.4,6.0
AC012313.9,2.0
ANKRD60,2.0
AL161734.1,0.0
AL606970.4,0.0
TRAV11,4.0
PIP4K2B,162.0
SNURF,25.11
SNORD116-15,20.656
RBBP4P2,27.289
NPM1P14,9.663
HORMAD2-AS1,14.216000000000001
AC023511.2,4.0
HYLS1,45.775999999999996
SOGA1,321.02000000000004
RABL6,126.291
CEP78,358.29900000000004
AL359075.2,34.120000000000005
MIR762HG,13.257
SLC25A27,37.153999999999996
NAV2-IT1,2.0
UBBP3,0.0
ATP2A1,30.0
AC026950.2,2.0
RNA5SP61,1.0
FAM228B,3563.457
AC020765.4,10.0
EXTL2P1,3.0
RCAN2,27.999999999999996
ZNF321P,139.017
RN7SL617P,134.278
SDHAF2,134.543
AC012313.4,28.412
PPIAP2,2.017
TPTE2P3,10.544
CACNA2D3,41.001
AC015909.5,36.086999999999996
AP000542.2,2813.9570000000003
TMEM63C,30.999999999999996
AC009404.1,94.243
ZIC4-AS1,1.669
FAM240B,25.348
AC012464.1,4.0
MIR3927,0.0
IGKV1-5,8.351
AC040173.1,16.067999999999998
AC018553.2,9.0
AC013248.1,4.0
GTF2A1,635.0
SS18L2,42.51
CPSF4,60.987
AC068057.2,3.0
BX005040.2,0.0
HOXC5,9.0
AC012313.5,49.053000000000004
RPS3AP17,0.0
TRIM69,611.307
AC116348.2,42.791000000000004
KRBOX4,113.52700000000002
GPRASP1,39.0
ERCC5,260.629
IPO7P1,7.824
FKBP1B,15.883000000000001
LRRC2,176.197
AC044839.2,4.0
RNA5SP346,1.0
AC012404.1,7.0
YWHAE,340.851
UMAD1,78.095
HNRNPA1P58,5.0
COMMD3,124.94
ATF7IP2,160.23999999999998
BPIFB4,6.0
AC079910.1,8.312999999999999
AC093772.1,27.434
AC009403.1,177.844
RN7SKP29,1.0
AL391422.1,2.0
LINC02369,7.0
CCDC149,180.37
LINC02413,9.264999999999999
AC007920.2,68.793
SPEF2,417.3499999999999
RAB20,41.0
RN7SL426P,14.056
MIR4684,0.0
AC040904.1,5.0
AC026888.1,2.0
AC108516.2,23.089000000000002
AL356020.1,14.0
AC027796.4,4.0
MIR4425,0.0
RNA5SP422,0.0
NUP35P1,4.0
AC005606.2,0.0
AC020765.2,7.9639999999999995
PLOD2,211.448
EMC6,31.455000000000002
RN7SL218P,2.171
PIK3AP1,1208.8629999999998
OR2A5,305.40799999999996
AC004477.3,6.0
MORN3,181.2
IGFBP4,11.0
AC010336.2,1.0
AC105402.1,9.0
SALRNA3,99.12899999999999
RNU6-155P,0.0
AC018653.2,3.0
AL121830.1,13.738
C17orf99,43.414
RN7SKP59,3.0
FOXP1,894.7700000000001
FGFR1OP2,492.062
AL021578.1,5.0
AC104667.2,16.584
AC026167.1,4.0
IQCF1,25.000000000000004
TERF1P2,17.243
ALKBH8,62.0
BX537318.2,95.177
ATXN2-AS,1.0
SPINK9,320.33799999999997
AC009118.2,4.118
AC009275.1,42.492999999999995
DLEU1-AS1,5.0
TNFRSF1B,1208.071
MED31,54.998999999999995
RAB27A,847.739
HSPE1P27,56.958
FBLN1,230.613
PLA2G10,11.197
PSORS1C1,56.382999999999996
NIFKP1,11.0
RNU6-1108P,1.0
SNORA74,6.0
RNU2-59P,21.750999999999998
RNU2-25P,3.0
AP003068.4,19.759
LINC01633,12.354000000000001
TMEM135,146.804
AC015819.1,74.516
MFNG,119.0
AC114284.1,8.0
AL035417.1,0.0
AC015688.6,3.23
AL583835.2,14.735999999999999
CCDC186,583.003
AC009118.1,35.073
FAM110D,59.242
RNU6-180P,1.0
RFWD3,236.40699999999998
TNPO1P3,16.401
ZNF276,247.99099999999999
RNU6-638P,37.0
MTCO1P49,10.0
AP001107.5,7.0
TTC22,83.53500000000001
AP005229.2,3.0
LMBRD2,301.0
MIR6844,0.0
TGM4,35.001
SHOX2,58.416999999999994
CMIP,458.18800000000005
FBXO41,63.707
AC008158.1,5.263999999999999
AL669942.1,147.77700000000002
RNU6-575P,2.0
AL078595.2,24.0
AC016575.1,1.0
LINC02070,4.0
RN7SL832P,95.001
VPS13B,1314.2369999999999
CADM2,81.001
KDELC1,15.586
AS3MT,159.942
OR51E1,38.0
CYP3A52P,0.0
SRD5A3P1,3.0
MIR330,0.0
RPL18AP7,4.0
AL691432.1,61.623999999999995
AL139383.1,15.179
VANGL1,69.0
AC027290.1,33.025
CRIP1P3,1.0
HOXD9,4.0
AC090953.1,14.0
PCDHGA5,56.398999999999994
AC105053.1,95.214
GRAMD4P7,36.268
USP9YP8,0.0
KRT4,19.0
AF186996.7,5.0
AC138904.2,0.0
AC010619.1,5.091
AD000671.1,0.0
AC112220.4,44.378
LEFTY1,5.365
NEK5,239.64499999999998
RN7SKP177,6.064
AC133865.1,3.0
LINC00365,33.438
Z95331.1,1051.018
STX7,2772.2549999999997
LINC02414,5.0
TESC-AS1,1.0
OGFOD1,144.837
OR4A12P,11.0
CENPI,117.647
SRXN1,50.628
LINC01017,11.0
B3GNT5,289.87
KCNA2,140.535
NMUR2,26.999999999999996
NCOA5,57.0
MRPL49P1,14.0
FGD2,642.694
DDIT3,28.825000000000003
CWC25,197.436
ATP12A,23.0
SMIM23,13.999
OR2D3,5.0
GZMB,34.949000000000005
AC125494.2,98.137
AC012615.3,1.774
AC090424.1,5.0
AC073873.1,4.0
AP000866.3,0.0
UCA1,105.04
COX10-AS1,418.69
ABALON,43.043
NDUFS5P1,2.0
CYP2S1,15.000999999999998
ATP6V0A4,27.999
RETREG1,45.001000000000005
AC106872.3,1.0
AC106707.2,12.0
AC017104.3,61.172
RNU7-148P,0.0
AC008735.2,20.0
RPS23P4,1.0
RPS12P16,0.0
C1RL-AS1,389.901
AC122108.2,15.0
AL049732.1,0.0
KLRB1,33.0
AP006285.2,7.353
AC004893.2,165.60499999999996
AC006326.1,25.0
ANKIB1,228.096
VN1R40P,8.852
HOXB-AS3,1.0
ORMDL3,120.0
AL035416.1,3.0
ITPRIPL1,93.516
LINC00494,36.0
SNRPGP11,2.0
AL020997.1,5.0
MIR548L,1.0
AC009806.1,0.0
H2AFB1,7.0
AC092570.2,6.0
CCDC189,16.903
LRRC34,92.685
LSM14B,120.0
AC116096.1,103.789
AC006566.1,13.0
AL593856.1,14.059000000000001
AL080250.1,23.31
MIR4519,0.0
PCDH18,52.0
AL139280.1,6.706
AZU1P1,1.0
AC099521.1,2.0
AC021242.3,19.004
AC073342.3,2.0
AC012464.2,18.925
RPS4X,254.64999999999998
NCBP2-AS1,8.089
NUDT17,12.695
LINC01514,16.18
MIR4713,0.0
COMP,92.281
LINC00408,9.0
PRKY,323.93399999999997
ELOCP4,1.0
ASPA,367.407
AL031727.1,7.1129999999999995
AP003037.1,0.0
CHAC1,0.0
RRM1,100.73599999999999
TRIP4,137.168
NEK3,48.0
MIR4520-2,0.0
ACOT13,372.5
NKX6-3,17.0
AC105402.3,44.99999999999999
MIR921,1.0
ANHX,14.0
FIP1L1,680.672
LINC00928,11.0
NTSR2,0.0
RPL38P4,0.0
AC067931.3,96.694
TMEM134,217.927
AC021678.3,0.0
RNU6-577P,1.0
MARS,481.43600000000004
LAMA1,169.671
TRMT112P7,1.0
PAPPA-AS2,16.0
HYAL1,69.632
AL133372.1,5.0
LAMA5,73.156
AC010886.1,57.161
FUT8-AS1,4.047
RNA5SP177,0.0
AL357080.1,2.0
AC074050.2,3.0
AC130454.1,88.0
S100A13,18.678
AC217777.1,140.526
AC090771.2,9.713
ARL4AP2,3.844
SIGIRR,28.999999999999996
AC097473.1,6.0
AC092138.2,2.0
GLIS2,13.362
AC091563.1,10.269
MPIG6B,215.55500000000004
SNORA70F,0.0
RNA5SP521,1.0
KRT18P15,4.046
HSPA8P18,8.0
LINC00887,89.15299999999999
LINC00448,1.0
MEG8,144.56500000000003
AC010776.2,11.0
AC118755.2,0.0
AC092067.1,163.545
AL139246.4,1.0
RNF157,153.779
TDRD6,74.0
SLC4A1APP1,4.644
AC003681.1,5500.009
OR9I1,19.0
TRAJ12,2.0
AC136624.1,6.0
ANKRD20A17P,81.943
CNN2P4,1.172
STX16-NPEPL1,125.402
AC096746.1,10.0
TRIM51,32.327
USP9YP20,4.0
OR51B4,6.0
RHOQP1,3.319
AC138649.3,1.0
AC053503.1,3.0
ZBTB18,493.0
AC113615.1,93.993
CCNJ,122.0
AC092851.1,2.0
AC092053.1,97.7
ABCA1,627.0000000000001
LINC00444,5.0
AC006007.1,10.0
PPP1R32,18.0
MTND2P14,2.0
TAS2R7,8.0
SLC16A9,31.999999999999996
RNA5SP369,0.0
C15orf65,9.0
AC013652.1,1483.066
PHF19,68.999
PHACTR4,401.43100000000004
MTND5P20,0.0
AC004994.1,2.0
FGD5-AS1,574.984
AC003982.1,1.0
AL008638.1,7.0
NAPSB,137.74
AC016747.1,334.635
snoR1,0.0
AC244023.1,4.303999999999999
SLC46A3,176.0
CALML3,25.0
AC008749.1,0.0
AC084030.1,7.0
IGKV2D-18,2.0
FAM90A15P,0.0
PQLC1,170.374
AL133351.1,4.0
KRT17P7,44.171
RNU6-921P,0.0
AC245595.1,11.89
RNU6-228P,0.0
MIR621,0.0
DCP2,2344.333
MASTL,97.19500000000001
TIGD6,64.126
AC027514.2,12.0
OR11I1P,6.0
AL935212.4,1.136
TTLL6,39.057
AL356218.2,1.0
AL135791.1,2.698
B3GAT3P1,0.0
SNRPCP19,1.0
RNA5SP144,1.0
FKBP1C,17.739
AC016894.1,4.0
AC108066.1,4.0
Z99916.1,7.0
ZNF333,1041.083
CYP4F22,14.0
SPC25,145.39600000000002
AC073055.1,17.0
BOD1L2,31.0
SLC25A5P2,0.0
AC140076.1,13.0
MSANTD4,65.0
AC135983.5,0.0
KRTAP9-4,6.691
ZIK1,73.444
AC010099.3,1.0
AC048344.1,33.04
MIR2115,1.0
FAM87A,42.133
AL158147.1,0.0
AP002433.1,1.069
POU5F1P3,130.526
RN7SL731P,32.56
AC008750.8,1.0070000000000001
AC021752.1,128.184
RTN4R,7.0
AC005020.2,0.0
OTUB1,250.22300000000004
RPL39P34,7.761
AC008494.1,0.0
MIR4655,0.0
AC037459.2,82.789
AC011479.2,42.336000000000006
RN7SL269P,10.987
RNU6-1311P,2.0
SYNE1-AS1,6.711
KIF25,105.999
GTF2IRD2,389.236
AP003500.1,4.0
LRGUK,23.0
ALLC,22.000000000000004
AC069218.2,6.0
AC134698.2,5.0
AL590704.1,18.0
EEF1A1P25,51.336999999999996
RNU2-6P,455.909
AC245884.6,6.0
AP002957.1,31.743000000000002
RN7SL72P,13.0
RPS24P13,2.0
SAV1,136.325
AC007422.1,9.0
AP003175.1,575.957
MORF4L1P4,16.0
AC113383.1,13.998999999999999
UBR2,2050.9
SLC30A1,399.0
RSU1P2,49.776
AC009159.4,84.54
AC110775.1,4.0
MANBA,1112.018
ZNF79,17.0
OR52W1,8.0
THSD4,153.90800000000002
ZCCHC2,403.998
MPHOSPH6,35.0
AC087276.4,9.0
AC087499.5,2.0069999999999997
SMARCC1,444.937
RNU6-608P,0.0
EEF1A1P39,2.0
LAG3,18.0
AC018742.1,6.0
RNU6-708P,1.0
AP000542.3,1590.039
LINC01063,0.0
MIR610,2.0
SERPINE1,54.727
AL445567.2,0.0
Z93929.1,16.0
AC137527.1,39.113
HSD17B13,116.92399999999999
AL049873.2,0.0
CYCS,373.35499999999996
SRD5A3-AS1,256.82599999999996
MIR6753,1.0
MIR7154,1.0
AL391069.2,7.625
SNORD70,11.926
AC105250.1,7.4270000000000005
AL135905.1,2.0
ERVV-2,19.307000000000002
AP000962.1,27.221999999999998
DCX,64.18900000000001
AC125494.1,14.769
CCDC59,79.20599999999999
C1QL1P1,0.0
AC009468.2,11.0
AC093802.1,71.533
AMYH02020865.1,64.684
CDCA4P1,12.0
RNU6-1242P,0.8690000000000001
LINC02474,118.918
LINC02338,85.84
FRMD3,100.173
AC021382.2,18.528
USP17L22,35.588
AL161722.1,2.0
AC244517.5,31.733
AP001148.1,31.0
AC025470.2,6.0
PFN1P3,0.0
OR51M1,105.493
AC245052.6,2.0
COQ10BP2,15.0
AL357140.3,66.958
RNU6-1146P,0.0
PHF10,136.26500000000001
RPS14,729.3800000000001
MIR5191,0.0
SPDYE18,16.783
AC000081.1,1.0
AC040160.2,141.533
LRP5L,58.001000000000005
CLNS1AP1,6.0
AC008969.1,375.567
ATP9A,213.94799999999998
AC008417.1,14.0
AL355102.4,5.947
AP000593.1,5.0
EDAR,21.0
DHX30,284.6929999999999
MTND5P9,37.0
AL627443.1,10.0
LINC02351,2.0
PELP1,165.49599999999998
NET1,89.782
RNU7-35P,0.0
RSF1-IT1,45.824
AL139823.1,7.0
AL136967.1,1.0
Six3os1_7,0.0
THSD7B,64.0
AC253536.6,13.0
PCCA,361.90600000000006
AC074198.2,2.0
AC004233.2,7.0
LCP2,823.195
IMPDH2,54.0
OR4A16,10.0
AC239803.2,8.561
UBE2D2,649.4240000000001
MNAT1,39.001000000000005
SLC52A2,13.0
MIR371B,0.0
LINC01865,9.0
C1orf186,141.327
LINC02335,4.0
AC025263.2,0.0
OBSL1,89.53
DNAJC12,27.414
LINC01741,4.0
AC009743.1,4.0
RN7SKP107,0.0
AP000438.1,13.797
PRAC2,4.0
SLC7A2,59.0
RPL12P46,0.0
IGHJ3P,1.0
AC061975.4,0.0
PSMB3,174.0
TPD52L1,400.213
AC010463.2,4.0
KLK9,4.0
HNRNPA1P11,8.172
PLEKHO1,239.999
AC073316.2,3.0
AC087664.2,12.0
AC013244.1,5.0
GBF1,266.99999999999994
RPL19P13,1.0
LINC01707,5.0
VPS35P1,11.489
TBX6,36.578
AC015726.1,10.0
AC103988.2,5.041
BNIP3P19,8.0
AC125613.1,73.27
AC016885.1,4.0
MMP8,97.0
AC091167.4,5.852
MIR324,2.0
ENAM,85.95599999999999
AL158163.1,54.919
AC239859.1,9.435
AC138749.5,0.0
AL163051.2,107.0
ELOA-AS1,21.051
RPL21P88,3.248
