gene_name,HH001_B1_SA_S2
BNIP3P36,0.0
EEF1A1P20,1.0
PAGE2,0.0
RPS12P16,1.0
NUGGC,326.60900000000004
AF129075.1,7.499
AL022400.1,1.0
AC091885.1,0.0
AC078842.2,5.0
TGM5,4.0
AC079612.2,0.0
AL357832.1,0.0
AC007547.1,0.0
FABP5P6,0.0
DGCR6L,9.634
AL035685.1,6.008
AC007787.2,2.0
NKAIN3,3.0
Z99289.1,10.267
BRD4,622.022
FBN3,5.0
GAPDHP40,3.0189999999999997
GNAI2,440.191
NECTIN3-AS1,0.0
Z99916.2,0.0
RNU6-44P,4.055
AC068535.1,3.0
MIR329-1,0.0
LRRC37A13P,0.0
METTL1,10.0
RNU6-1068P,3.0
AL358472.3,5.01
LINC00538,6.0
MIR761,0.0
BMP7-AS1,1.0
MIR922,0.0
EFNA5,20.0
ZKSCAN1,508.934
RHOJ,24.296999999999997
SLC17A5,136.096
FAM109B,5.0
LINC01101,1.0
CRAT,20.0
AC010587.1,2.0
HECW2,158.77700000000002
RNU6-297P,0.0
CBY3,0.0
AL358176.5,1.0
AL032819.2,1.0
AC080112.2,3.0
AC079804.3,10.697000000000001
AL589823.1,0.0
RN7SKP146,0.0
LINC02197,43.507
MLLT10P2,0.0
ACSM2B,119.39200000000001
KAT14,43.150999999999996
TDGF1P3,30.665
ZNF585A,141.38299999999998
AC011333.1,0.0
ACTG1P4,0.0
SYNGR3,0.0
POLR2D,362.668
RNU1-74P,1.0
AC091965.1,3.9619999999999997
MCM10,28.72
AL158211.5,14.0
ZNF440,341.88500000000005
AC008162.2,0.0
HMGN1,394.498
AL118516.1,29.0
SMIM11B,95.049
MIR8076,0.0
HLA-A,3902.4809999999998
AP000426.1,1.0
PTPN2,315.43999999999994
GTF3A,104.0
RNF39,1.0
ZNFX1-AS1_2,16.855999999999998
AL353746.1,40.421
AC096570.1,1.0
CUL5,260.0
METTL11B,0.0
DLEC1,42.233000000000004
RNU4-80P,20.0
FKBP1AP2,0.0
FOXD1-AS1,0.0
SNORA17,946.7339999999999
AC109454.2,12.0
VPS37A,115.99999999999999
C2CD5,399.001
TTTY16,1.0
FICD,26.0
AC068888.1,90.484
RPSAP48,17.706
RPS4XP21,3.0
RN7SL744P,62.638999999999996
SMC4,227.64600000000002
DCLK3,16.0
SSRP1,52.0
ARHGEF3-AS1,3.0
AC069444.1,0.0
AC092819.1,5.0
KRT18P44,0.0
AL139286.2,1.0
DOCK6,140.72
AL357054.1,5.0
HSFY3P,1.0
ZNF404,2.0
AC133134.1,1.252
SDF2L1,31.0
RPL23AP50,1.0
AC011460.1,2.0
AC004832.4,7.0
RNU6-1046P,0.0
AC005789.1,0.0
DDX11L10,15.706
AL138807.1,0.0
AC016737.2,1.0
UBA52,384.44
INTS13,74.0
DHFRP5,2.0
AC026462.4,1.0
MIR5692C1,0.0
AC016705.1,9.0
RAN,172.88799999999998
LINC02171,0.0
AL596092.1,0.0
TRBV7-6,3.0
SLC16A14,17.0
AL157823.2,2.096
RNU6-584P,0.0
AL627443.1,1.0
AC003087.1,2.0
AL592161.1,3.0
RBM14-RBM4,147.184
LIN7B,15.145999999999999
LINC00283,3.0
AC105114.1,4.0
FAM71A,3.0
CDK15,12.0
PARP4P1,2.066
OXA1L,352.876
AL392023.1,0.0
AL159174.1,0.0
AL162231.2,12.175999999999998
GAPDHP68,0.0
FBXW7-AS1,0.0
AKR1C7P,1.0
AC091132.1,32.228
LINC02334,103.67299999999999
EXD2,97.035
AC092593.1,5.0
LDHA,363.556
CES1P1,9.715
AC084026.1,0.0
RN7SKP178,3.248
ELOVL6,65.768
VWA5B1,95.635
SMIM10L2A,2.0
MYL1,9.0
TSG101,127.48499999999999
SLC35F2,68.928
AC003001.2,7.0
SLC34A3,1.0
AC026950.2,0.0
HAUS8P1,1.0
AL110118.1,0.0
RNU6-1010P,4.0
AL645937.3,0.0
OR6D1P,237.992
RBMXP4,3.0
KLF17P1,22.0
AP000424.1,3.0
RPS12P5,0.0
NEIL2,72.00099999999999
AL353748.2,0.0
AC007952.5,7.487
AC091891.1,0.0
AC107302.1,0.0
MIR6841,0.0
AC090680.2,3.0
MIR3683,0.0
CYCSP41,3.0
AC107982.3,20.0
AC004702.1,13.399000000000001
AL078604.3,0.0
LINC00565,8.0
BMX,25.0
UBTD2,37.188
LINC01745,0.0
SHH,10.112
MTRNR2L2,0.0
BANK1,184.166
LINC01646,1.0
AC092393.1,1.0
C1QC,5.0
PA2G4,66.92099999999999
AC079331.2,96.74
AC130650.1,0.0
UBE2FP2,2.0
AL442644.1,5.0
AC009065.6,2.0
MIR6889,0.0
RN7SKP97,9.0
AC019178.2,0.0
OR5AK2,0.0
AC011611.3,0.0
CHRNE,15.0
AC090227.1,0.0
LSM8,507.40700000000004
AL021395.1,3.0
AC025031.3,9.599
KIF13A,567.1690000000001
MRPL49P2,0.0
AK3,152.111
AC022498.1,0.0
NR4A3,14.0
MIR3605,15.0
ODAM,8.0
RNU6-74P,0.0
TMEM69,33.0
AC074237.1,1.0
MAGEB4,6.0
CELF2,2209.0000000000005
RPL10,1289.361
AL445193.2,2.0
MAK,176.738
HEXB,236.999
LINC01995,0.0
MTND5P21,0.0
AC040162.2,0.0
DUSP5,51.0
AC092666.1,3.136
EFHB,10.283000000000001
AC087386.1,11.0
MIR6090,0.0
RPL7L1P11,1.203
AL512430.4,2.0
RN7SL547P,0.0
LIPI,0.0
HMGB1P16,0.0
PIGFP1,2.0
POU4F2,2.0
AC183089.2,0.0
OR52B6,2.0
SEPT11,113.80699999999999
RPL7L1P3,9.0
AC141846.1,0.0
AL080284.1,0.0
FAM30A,277.194
SHROOM3,35.045
AC131011.1,20.886999999999997
YTHDC1,446.94699999999995
AC007179.2,5.0
STK11IP,114.99999999999999
AL807752.1,64.10600000000001
AC006206.1,7.0
PRC1,66.355
AL031429.2,40.583
DLGAP4,137.0
TRBV26,0.0
IGLON5,13.41
FABP9,2.0
EP300,1523.59
LINC02479,4.0
LINC02329,0.0
AL356157.1,0.0
ANO2,7.0
AC010881.1,0.0
ANKRD26P3,11.0
LAMB2,16.999
BMP2KL,0.0
LINC01419,4.887
REP15,1.0
MIR3945HG,41.628
HSPD1P16,0.0
RUVBL2,71.286
IFNAR1,1148.638
ZNF736P4Y,0.0
AC091874.1,0.0
MED28P2,0.0
CICP4,0.0
PLXNA2,51.99999999999999
ITGA9-AS1,172.231
EIF4A2P5,2.0
TVP23BP1,3.0
AC091304.1,0.0
HORMAD2-AS1,3.435
LINC01226,413.99199999999996
FBN1,67.435
AL355338.1,43.648
AL353765.1,1.0
AC093890.1,1.5330000000000001
LINC02475,32.317
SLCO4C1,278.0
AC008080.4,2.0
AP000356.4,0.0
AC134878.1,3.765
AC104758.4,1.0
AC094085.1,3.0
AC093865.1,0.0
COX6CP11,0.0
KRT6C,5.0
AC091903.1,0.0
RPL7P44,2.0540000000000003
RXRB,189.0
ERVV-1,0.0
AC233992.3,0.0
HEATR5B,368.315
AC011997.1,8.946
NAA50,504.15999999999997
AC080013.4,0.0
PSMA5,222.0
HECW1-IT1,1.0
TBC1D8-AS1,14.0
HSP90AB2P,11.0
REV1,248.00099999999998
AC068228.2,2.0
CSF1R,209.71
OSBPL9P4,1.0
AC008751.1,1.0
snoU83B,0.0
RN7SL14P,2.7319999999999998
AC109464.3,0.0
NFKBIZ,1412.604
AL591368.1,9.097999999999999
AP005057.1,0.0
LINC02541,5.0
PTDSS2,61.0
ZNF625-ZNF20,0.0
AC022149.2,1.0
AC244670.1,0.0
MYL12BP2,0.0
HTR3D,1.0
AC010442.2,0.0
DPY19L1,217.13
EVA1B,6.0
HAO2-IT1,2.0
LINC00973,0.0
LINC00222,21.197
RN7SL778P,229.688
AC079325.2,36.0
AC011462.3,16.483
AC026369.1,5.0
CRTAP,195.241
AC009597.1,2.0
AC090589.1,1.318
EED,148.622
MIR2681,0.0
MIR6881,0.0
AC004156.1,147.661
AC024595.1,7.0
RNU6-1311P,0.0
POMGNT1,116.27099999999999
ACTN4P2,2.0
PAFAH1B3,10.0
AL353764.1,1.0
MIR6722,0.0
MIR146B,0.0
SLC7A1,203.99899999999997
BEST2,15.694
FBXO21,93.999
ATP5HP4,0.0
RPL6P30,2.0
SRGAP2D,0.0
AC007161.2,1.0
AL627171.1,11.0
RNU7-129P,0.0
AC012442.3,26.749
RMDN2-AS1,14.123999999999999
ARHGAP26,1344.977
BZW2,27.249
C1orf64,63.15
MYZAP,8.57
AC116165.2,3.0
AKAP13,2491.5679999999998
OR5I1,0.0
TMED1,10.0
AL357315.1,16.831
AC006070.1,0.0
RNA5SP125,1.0
AMD1P1,0.0
IFNWP19,0.0
SEPT7P7,5.09
ERICH6,7.0
RNU4-51P,1.0
GPR107,410.99899999999997
AF131216.2,5.0
SLC46A1,59.04
ESRRB,7.0
AC021860.1,13.847999999999999
AC024619.3,2.0
RNU6-1276P,0.0
RN7SL335P,0.0
AP005329.1,15.0
CYP4V2,300.568
JAKMIP2,99.429
UCHL5,195.0
GOLGA2P11,77.982
IGHV4-55,11.604000000000001
SERGEF,46.0
BPIFB5P,3.0
AC012497.1,2.0
AC084121.2,0.5
AC005696.3,4.0
LINC01720,18.803
TTC4P1,3.0
ABCG8,1.0
AC073188.2,2.0
AC006499.3,3.0
LINC02353,1.0
AC073336.1,2.0
AC092642.1,0.0
AL136313.1,0.0
OR9N1P,0.0
AC011483.2,1.0
SSC5D,14.434
MTMR1,241.00000000000003
RNU6-1156P,1.0
LINC02266,4.0
UBE2D3P2,0.0
LINC02436,27.239
STX5,149.999
AL135936.1,1.0
AC010460.2,0.0
RPS28P8,1.0
AC114296.1,2.0
RNU7-87P,0.0
RNU6-234P,0.0
LINC01032,0.0
GSTO3P,1.0
RBBP7,237.74399999999997
PNPLA8,137.11399999999998
MIR890,0.0
AC106820.1,0.0
ST14,35.0
AC012313.6,3.0
DPY19L2P3,19.763
AC138781.1,30.258000000000003
AL354714.4,1.0
RAB17,16.006
AC079178.1,0.0
SPTB,160.155
MIR9-3,0.0
AC027451.1,0.0
TGFBR3L,4.0
AC254562.2,10.306
LINC01960,1.0
AC004080.1,3.0
AL512661.1,0.0
ELOCP2,1.0
AC005412.3,0.0
AC017104.1,6.0
AC116535.1,98.18700000000001
WDR95P,2.0
BFSP2-AS1,7.0
AC005954.1,8.0
AP006437.2,33.496
MIR205HG,49.521
AL445189.1,0.0
FUT2,92.07600000000001
UFSP2,20.0
AL355303.1,0.0
TRAV32,2.0
PRSS38,2.0
FBXO7,566.952
KTN1-AS1,37.923
IL32,251.557
MTND1P34,4.0
AC026358.1,5.0
BNIP3,161.126
ING3,90.0
CHRDL2,5.0
MIR3689B,0.0
ZNF667,121.924
MIR208B,0.0
RNA5SP155,13.0
OSTM1-AS1,7.0
ARHGAP26-AS1,3.0
LINC01776,213.57
TAS2R19,11.0
AC107959.3,22.0
AC021491.1,0.0
RN7SKP54,0.0
NCBP2L,0.0
CNN2P12,1.0
PPIAP10,0.0
RNU6-839P,0.0
AL133517.1,15.0
CCDC58P5,1.0
RN7SL344P,17.993
AL445437.1,2.0
GAGE2E,0.0
AL133215.3,0.0
SDHAF3,32.999
HLCS-IT1,3.0
AFG1L,62.955
PSD3,48.455999999999996
C8G,0.0
IGHV7-56,3.0
KIF1A,9.0
AC078905.1,4.0
DHX33,124.996
OR52M2P,3.0
AC109460.1,7.0
OFD1P2Y,0.0
OR4A18P,0.0
MIR451B,0.0
CYP21A2,2.0
AC007326.2,28.229
AC012183.1,2.0
RNU6-674P,0.0
SMC1B,12.0
ALG1L14P,0.0
MIR1266,0.0
BX323845.3,0.0
SPON1,5.0
AC105118.1,4.0
MIR124-1,0.0
FAM86B1,17.156
OR10A3,61.738
AC090582.1,2.0
AC124319.1,18.17
TAS2R15P,9.0
PSMA1,164.00000000000003
AC096741.1,3.0
LINC02417,1.0
LINC00606,3.0
NUP210P2,0.0
FAM171A1,9.0
CLCF1,7.0
AC233724.14,0.0
PRDX3P4,1.0
LINC02438,3.263
MAS1LP1,0.0
DMAC1,51.0
RNA5SP276,2.0
AC079866.1,0.0
SERPINB8P1,0.0
AACS,676.55
ARL6IP1P1,0.0
AC092132.2,2.0
AC005842.1,3.0
IGHV3-48,164.87599999999998
AL356311.1,0.0
LINC01336,2.0
CBWD3,720.136
SBNO2,1011.9879999999999
A2MP1,11.0
AC002996.1,0.0
TMEM11,121.01299999999999
AL023581.2,0.0
AC011499.1,0.0
HSPE1P1,3.0
CDY6P,3.0
TG,215.0
CALM1P1,0.0
RNU7-113P,0.0
RN7SKP36,9.524
AC083805.1,8.003
NOP53-AS1,0.0
TWF2,157.80499999999998
CYP39A1,5.0
AC016746.1,1.0
REXO1L10P,0.0
CT55,2.0
MIR33A,0.0
AC099560.2,22.36
C2orf54,8.594
C1orf137,0.0
RNU6-400P,1.0
RPL7P56,0.0
RNU5E-6P,1154.049
AF235103.1,0.0
AC122108.2,1.0
CCDC8,55.68
RELA,186.399
Z83313.1,0.0
AC100778.4,0.0
AC105402.2,1.0
AL117351.2,0.0
PSMC1P6,5.0
AL133467.4,0.0
RNU6-1208P,0.0
AC106760.1,0.0
AL109615.3,44.617000000000004
AC244196.4,0.0
RN7SL445P,4.378
SPTY2D1-AS1,22.504
GRM2,36.0
CX3CL1,46.043
INTS14,94.0
AL445264.1,3.0
MIR4316,0.0
AC107399.1,0.0
CALM2P3,1.0090000000000001
MRPS23,181.247
AC007068.1,0.0
GAL3ST2,0.0
CPT1A,456.35
MTATP6P1,63.64
RPL12P41,0.0
AC092474.1,148.893
KLF6,1481.0000000000002
RASSF5,886.0
TMEM17,33.352
AC004674.1,0.0
AC073476.2,0.0
UHRF2,357.00000000000006
AL596244.1,2.0
SNORD115-14,0.0
AC133552.6,4.0
AC013417.1,1.0
AC131097.2,0.0
AC079331.1,22.109
AC131649.2,542.961
CTHRC1P1,0.0
AC024937.2,1.4169999999999998
AC104232.1,5.513
SNRPGP13,0.0
AC090204.1,8.0
AJ003147.1,1.0
AL358473.1,41.117
AC007336.1,82.084
USP9YP23,0.0
HMGN1P28,2.0
BRMS1,28.999000000000002
H2AFZ,133.92
PLXNC1,1803.9989999999996
AL590004.2,0.0
PGAP3,38.0
PHBP15,4.0
AC068669.1,91.62100000000001
LILRA1,451.337
STARD4,115.262
AC064875.1,8.0
MIR4256,0.0
ZBTB41,100.0
LRRC10B,2.0
LINC01050,1.0
CCNJP2,0.0
AP003072.5,0.0
AC136604.2,2.046
DDX46,363.538
AC009686.1,0.0
MIR450B,0.0
AGO4,2490.424
COIL,44.849
OR4K11P,0.0
ACTBP9,0.0
IGHVIII-5-2,0.0
NDUFA9P1,0.0
DOCK4,317.718
AC138409.1,11.857000000000001
AC073488.11,0.0
AC127024.7,115.512
SNRPCP6,0.0
RNU6-847P,0.0
AL512637.2,4.0
RNU6ATAC35P,5.16
SHISA6,18.0
ADRA1A,104.84199999999998
AC068044.1,4.037
VSX2,3.0
AC097505.1,1.0
AC007603.3,0.0
AL162231.3,0.0
AC018861.2,1.0
RN7SL551P,3.208
AC022447.5,0.0
CD99L2,109.0
AP002381.1,0.0
AC087311.2,0.0
AL121835.2,14.077
GDPGP1,323.50100000000003
AL389915.1,2.0
SART3,175.0
ARL2BPP10,1.0
AC104561.1,75.878
RNA5SP145,10736.631000000001
MIR6789,0.0
AC008735.3,0.0
ACOXL,91.929
ITFG1,184.99900000000002
SCARA3,1.0
NOL11,140.745
RNF14,223.465
AL023773.2,1.0
HSD17B3-AS1,2.0
AC090971.5,4.0
TUBBP9,4.0
AL009172.1,0.0
AC092106.3,0.0
AC090286.2,0.0
RPS9,837.999
PGK1,1014.327
PLCXD3,57.553000000000004
AP000593.1,0.0
AC018755.4,94.0
AL359510.1,0.0
AC066615.1,606.84
CSTB,104.845
Z85994.2,2.0
AC104393.1,0.0
AL161785.3,2.0
TOMM20L,3.0
DLGAP5P1,0.0
ELMOD3,216.59799999999998
GRIN2A,37.0
UGT2B11,8.176
AC005779.1,1.181
MT-TI,41.0
RNU6-108P,1.0
KRTAP21-3,2.0
SWSAP1,85.266
AL356961.1,11.0
MS4A6E,4.52
AC004801.4,53.353
AC022418.1,4.0
CHST1,8.0
ASIP,0.0
GIT1,47.001000000000005
CXorf38,368.413
IGLV3-21,351.829
RNU6-1148P,0.0
NAMPTP3,1.0
AP000431.2,0.0
RN7SL300P,20.395
LINC01656,0.0
KRT18P42,1.0
PAMR1,9.045000000000002
LINC01804,4.0
AC243725.1,1.037
AC010754.1,2.0
AL050305.1,1.0
PIGW,155.286
RPL7AP49,0.0
AC022206.1,0.0
AL353662.1,91.0
AC093789.1,0.0
KLF9,73.0
5_8S_rRNA,58.0
AC063961.1,0.0
AC090425.1,29.456
TUBB8P1,0.0
SSTR1,3.0
MTND2P12,76.808
COL9A3,16.001
ZMIZ1,311.00100000000003
POM121L1P,0.0
B4GALT6,24.0
EPHA1,54.864999999999995
AC040977.2,0.0
RN7SL127P,22.748
DNAH7,110.9
ATP5BP1,0.0
CNKSR1,29.0
GPR156,11.0
RBMXL1,125.112
AC104986.2,3.0
AC007494.1,0.0
RNU2-57P,0.0
NCS1,8.0
Z82246.1,3.0
FOXD3-AS1,3.0
LINC02320,4.0
CTBP2P8,26.206999999999997
AL445685.1,2.0
RNU6-338P,0.0
PEX14,13.0
GAS8-AS1,0.0
EEF1B2P3,0.0
CRCP,455.399
AL162258.1,6.013999999999999
RNU6-629P,22.0
MYO1D,49.019999999999996
PRB4,2.0
AL049844.3,3.3789999999999996
AC010245.2,38.382
AL133367.1,61.946000000000005
MRPS2,17.0
TKFC,93.008
TBX4,12.914
SERBP1P2,2.0
SOCS3,244.0
AGGF1P7,0.0
MRPL13,34.001
AP003419.1,1.0
CU634019.7,9.08
VN1R5,4.0
DPYSL2,264.944
ING5,496.4049999999999
GPR50,0.0
SPR,4.0
LRRFIP2,434.479
RXRA,925.347
AL078581.3,1.0
AC067930.1,0.0
POLM,176.596
AC034102.5,3.0
KLHL14,32.0
AC007563.3,0.0
ORM2,0.0
RAI2,2.0
AC136475.5,193.325
AC109347.1,13.0
TMEM212-IT1,0.0
PHBP12,3.0
ABCF2P2,0.0
AP003123.1,2.0
AC004858.1,5.0
AC007106.1,1.0
BRK1,144.0
PLCL2-AS1,0.0
AC068075.1,6.006
VN1R90P,1.0
RN7SL769P,8.636000000000001
TRMT1,54.998999999999995
UBE3C,840.7349999999999
RN7SL197P,11.0
SERPINB1,611.331
AP001972.1,1.0
IL22RA2,4.0
GOLGA6L22,102.844
C1orf185,3.0
PEX5L,34.082
FAM46D,2.0
MIR6086,0.0
ZNF826P,161.665
AC117460.1,0.0
FAM138A,77.083
ATG14,273.409
RPS20P21,0.0
IGKV6D-21,5.256
CCDC179,2.0
EXOC5,364.507
AC022034.4,0.0
AC092118.2,1.0
AC025428.1,0.0
CDCA7L,118.40600000000002
NRBF2P3,0.0
TRPC1,26.999
RNU6-57P,0.0
AL008723.1,3.0
LINC02152,2.0
MIR6074,0.0
AL392172.1,20.001
MCC,50.66
ANKRD26P4,7.0
AC233309.1,26.0
AC135068.2,30.31
