gene_name,HH003_A1_SA_S4
SNORD116-27,1.615
LINC02251,35.0
RN7SL745P,58.608999999999995
AC078809.1,4.0
AC068993.1,19.031
MIR155HG,49.0
C1QTNF3-AMACR,46.082
AL122020.1,4.0
DLGAP2-AS1,55.0
TOB1,499.97
AC091390.4,97.004
AC004466.2,26.0
C1GALT1P2,32.0
ZNF24,3329.0
ZNF471,3198.912
NUP210P2,1.0
MIR6807,0.0
AC097505.1,9.0
AL158064.1,103.0
LINC02525,63.081
PLS3-AS1,258.62800000000004
AL450468.2,53.0
MIR8073,0.0
PDE4DIPP1,3.4789999999999996
HMGN1P38,5.212000000000001
AC097066.1,8.0
AC103855.4,7.0
PTRH1,315.62
AC008392.1,205.555
CFAP43,258.0
PTPRG-AS1,352.32899999999995
EAF2,272.99899999999997
RPL12P38,115.869
ADAM2,142.0
ABCB10P4,52.831
SLC12A6,9276.605000000001
AC006512.1,4.0
AC092484.1,25.0
PICALM,18062.0
NONO,965.362
ATP2B3,55.0
RN7SKP166,25.008000000000003
LMO7DN,47.498000000000005
AC005392.2,144.849
LMO1,11.999999999999998
NOP56P3,10.036
OR1D5,9.504
NDEL1,4265.545
SNORD83A,39.0
ZDHHC20P4,14.270999999999999
RLN1,38.458000000000006
MIR515-1,7.0
SPR,27.0
CPA3,78.0
AC069234.5,9.0
AL132838.2,10.0
MIR520B,0.0
RAB4B-EGLN2,0.0
USP9YP25,34.096
AC245291.1,2.0
KRT40,62.0
SIRPD,486.576
AL162726.4,22.406999999999996
EIF2AP4,51.0
AC068733.1,77.0
COX7C,268.30400000000003
RPL23AP67,15.467
AC062039.1,12.0
AL645933.1,26.081999999999997
RASGRF1,230.289
MIR1303,1.0
AC253576.2,35.0
HOOK3,3957.197
AC106876.1,13.727
LINC00824,247.308
AC108067.1,28.311
OR10G8,24.064
FEM1AP1,0.0
AC079465.1,115.39600000000002
HOMER2,1034.1439999999998
RPL3P12,17.0
Z82195.2,543.605
NCOA1,3305.3880000000004
SNORD49B,7.132999999999999
AC068675.1,65.0
SETP7,8.0
AL139156.3,11.0
AC022217.1,5.0
AP001207.1,8.166
OR51E2,171.13700000000003
WEE1,537.651
GAPDHP47,17.0
KLK2,398.28599999999994
AC005586.2,11.0
LINC01517,133.19799999999998
CYSLTR1,9813.056
AP001767.2,4.504
SNORD115-21,1.065
GFRA4,13.0
AC079598.3,6.0
HNRNPA1P16,20.729
C1orf158,417.96999999999997
SNCA-AS1,96.0
TRIP11,1105.492
AC091819.2,15.0
NPM1P51,21.244
RNU2-24P,102.258
DENND4C,988.4170000000001
SNRPCP17,3.235
CDH19,407.172
LAMP2,7028.475
CCDC30,2314.743
AL607077.1,12.0
KRBOX1,70.604
HNRNPA1P27,9.431000000000001
TMA7,426.84200000000004
AC008429.4,25.0
OR4A40P,30.545
GHRL,203.02399999999997
AC011591.1,259.442
CLCN1,99.0
AL162388.1,6.0
AC026956.1,12.314
RNY3P7,5.0
MVP,2172.219
AC012433.1,0.0
FAM221B,195.068
TDP1,483.332
LINC01786,116.26700000000001
HK1,976.6260000000001
AC044798.1,17.0
ANP32AP1,39.794000000000004
DNTTIP1,452.99999999999994
AC183088.2,9.238999999999999
TMEM2,3362.812
ZNF630,226.18200000000002
AL135903.1,84.596
LINC02036,36.0
GPD1L,242.69799999999998
AC104010.1,4.0
AL022319.1,20.642
SIRPG,79.014
AC096773.1,389.967
AC092849.2,7.392
LINC02062,31.0
VN1R65P,7.0
ARID3A,1037.185
AC027277.2,8.0
ZNRD1-AS1_3,0.0
AC098826.1,7.196000000000001
GIMAP1-GIMAP5,0.0
FEM1AP3,14.0
MTCO3P31,42.0
AL078604.3,7.0
ZNF680,375.308
MIR139,0.0
MLX,966.8340000000001
MIR149,0.0
TIMM8AP1,7.249
LINC01809,43.0
KCNIP4,159.108
UBASH3B,1469.311
ASH1L-IT1,32.479
RAB40B,182.70399999999998
RPS21P8,8.0
FAM181B,502.917
AC239600.1,4.0
MIR619,116.943
AC091987.1,57.0
MAOA,183.0
SNORD3J,4.0
HGNC:18790,239.18500000000003
NPM1P4,23.0
KLHL1,87.34100000000001
AP000757.1,152.229
AC008115.4,588.062
AL139254.1,2.0
AC064836.3,29.0
AC006328.1,15.585999999999999
SNORD115-45,3.0
AC010975.1,35.0
AL137782.1,131.394
AC008267.4,31.609
S100A8,22830.001000000004
AL451139.1,12.093
GPNMB,269.735
AL158211.3,1.0
GOLGA5,501.0
AL023755.1,428.019
AC114763.1,219.095
AKIRIN2P1,8.107999999999999
AC072046.2,6.0
MIR6822,0.0
HMGN2P24,13.067
AP000438.1,7.022
ABCC9,6114.0920000000015
RNU4-66P,4.0
ZNF335,274.51599999999996
AC004911.1,21.0
NIPAL2,423.628
AL161729.4,11.0
MAP3K7CL,532.8119999999999
RARA-AS1,190.75400000000002
UPK1A,39.003
RPS3AP3,4.0
AL513315.1,128.334
CYP4F24P,25.142
METAP1,288.84000000000003
FOXD2-AS1,42.0
RNU6-1005P,93.96700000000001
AC024681.1,0.0
AC022517.1,45.693999999999996
RNU7-43P,4.477
OR5BR1P,29.0
GOLGA2P9,49.581
RNU4-27P,2.0
RNU6-1151P,0.0
FABP5P1,11.605
POU2F3,269.234
HSPD1P18,2.0
GPER1,45.0
AC025262.3,508.591
PIAS2,2046.1249999999998
RPL21P41,2.005
AC011445.1,20.845
MT-TD,337.0
LINC00229,8.0
OR56A3,122.215
AC011753.1,3.0
AGGF1P9,40.0
KRTAP13-3,9.0
MTCO3P11,151.0
SERF2,2527.815
RN7SL610P,32.336
AC007557.2,12.0
KRT18P18,9.05
COMMD1,123.858
AC061975.1,793.585
AL021920.3,0.0
OR4P1P,20.03
AC011471.4,7.0
NNT,2880.42
CLINT1,1006.2220000000001
CBLB,686.3560000000001
AC097504.2,14.0
AP000842.2,10.0
AC011389.1,65.999
AC006254.1,184.63400000000001
HLA-DPA2,13.0
AC105180.1,11.0
AC068880.3,1.0
AC099568.1,8.0
BMP6,85.0
RN7SL147P,106.931
AC022447.7,5.0
ASB13,72.09200000000001
AC055753.1,13.0
AC092952.1,34.478
AF254983.2,23.0
TRIM3,200.0
FOXO1,742.835
RNU6-988P,5.0
PRRC2CP1,1.0
AP000721.2,7.4479999999999995
AC009495.3,137.034
ARHGEF10L,94.99900000000001
SERF1B,409.50000000000006
RBM48P1,42.0
AC137590.2,16.0
RNU7-96P,6.0
NOCT,467.548
MIR4453,0.0
LRRTM2,348.494
AC005160.1,13.0
AC092850.1,92.919
APOOP4,9.0
SMIM6,23.0
AC010326.4,171.38500000000002
AC011389.3,31.0
MIR3926-2,0.0
NUPR1,2615.927
ZFP30,385.267
MIR935,0.0
AL136379.1,141.701
MIR6891,4.0
RGS2,2009.0
ZBED4,443.0
HARS,1026.717
ZFPM2-AS1,161.92700000000002
RTN4R,28.999
RNA5SP312,11.125
AC244255.1,52.071999999999996
RNU2-62P,11.0
TGFB1I1,266.096
RAB15,161.00099999999998
ADO,143.882
AC097381.2,21.0
FAM183BP,45.0
LZIC,417.206
SLC2A12,127.711
AL645927.2,14.0
AC006548.3,85952.974
NFKB2,893.853
RPL5P17,11.064
MLNR,11.0
AC116337.1,9.084
BX537318.1,40.435
SSR4,210.015
PPP1R11P1,14.901
AC140059.1,8.0
METTL8,1076.827
AC024082.1,18.748
MXD4,162.001
AP001372.4,4.0
AP003476.1,1.643
AL162725.1,24.0
RPSAP69,21.0
DARS-AS1,2513.878
AC005840.2,21.0
AC087477.3,34.0
MED14,717.9999999999999
LINC01791,25.0
AP005018.1,3.0
LINC00543,26.0
OAS3,4478.223
AC245369.1,1.278
AC005609.5,1.8880000000000001
CXCL1,114.99999999999999
TMEM158,52.0
C8orf46,113.43600000000002
AC237221.2,309.344
TMEM97P1,3.0
AP003400.6,36.0
AL355916.1,214.239
AC018682.2,46.028999999999996
AC004846.2,98.665
SNORA13,227.0
DOCK4,1741.1200000000001
FOLH1B,54.620999999999995
AC061975.3,14.0
ZNF280A,47.0
MSL1,5611.046
AL022237.1,7.0
LCN15,496.774
AC091046.1,33.0
GTF3C1,481.0
PPP2CB,482.51300000000003
AC009102.1,65.0
AC023389.1,105.059
FBXL13,576.237
ZNF833P,1.051
ARHGAP12,578.268
TRMT61B,76.82000000000001
AC087821.1,10.0
S100G,1.0
CCNJP1,22.808000000000003
AL031777.2,14.0
AL390318.1,242.0
CBX6,618.84
ADAMTS9,522.6129999999999
DAPK1,1036.001
SNORD53,10.0
AGPAT2,100.0
GCC2-AS1,44.0
SNORA64,337.904
PTCD2P2,21.0
SNORD111,5.0
ANK3,943.4660000000001
AC113382.1,19.362000000000002
AC004241.2,45.0
AL138694.1,660.512
BTN3A1,3040.478
IGHVIII-5-1,2.0
LINC01254,283.474
IGKV3OR2-268,7.587999999999999
RNU6-1154P,3.0
RNU6-1125P,0.0
MPP4,408.802
KRT16P4,12.112
FBXO36P1,14.0
SMIM15,370.31800000000004
RPL7AP61,9.0
FXYD3,126.402
C3P1,102.0
TUB,136.146
AC107067.1,81.171
AC010177.1,5.0
RNU6-1077P,1.004
RNA5SP89,1.0
PRSS41,19.0
MIR3975,9.0
RTEL1P1,195.0
SPRR3,25.0
AL009178.1,8.0
AP001048.1,2.0
SNORA50B,6.0
LINC01656,6.0
LINC01873,12088.973999999998
NDUFB11,76.0
ANKRD30BL,450.399
AL683807.1,50.657
BX649567.1,26.158
AL021807.1,66.378
RPL31P45,11.0
AC010880.1,9.0
AC027176.3,321.323
RNU2-37P,6.006
NDUFS5P5,3.0
OR2AP1,373.76599999999996
AC090589.3,60.305
MIR3913-2,0.0
AC007998.3,65.878
KRTAP13-6P,5.0
AL136363.2,13.0
RNU6-449P,2.0
ATP5F1P6,15.225999999999999
PNKP,290.537
INTU,12606.657
AC087393.2,0.0
CNN3P1,55.0
AC005261.3,7.0
GNG3,29.0
ADAM8,1384.0
RNU6-911P,1.041
RN7SL648P,119.0
RAD51AP1,180.0
AC025187.1,949.192
AL117337.1,14.0
AC007620.1,0.0
AC025171.5,35.0
GPR65,2589.445
TSPAN12,81.999
GTF3C3,492.53999999999996
C5,478.286
DPYD,4848.455
FAM92A1P1,7.204
AC105460.1,62.608999999999995
AP004289.2,230.0
MARCH9,212.99599999999998
SLC4A1APP2,51.0
AL109935.2,8.0
KDELR3,275.00100000000003
AC010287.1,23.0
AL161638.2,12.0
MIR664A,0.0
ADRA1A,433.701
IFITM3,2492.647
RNPC3,1428.3349999999998
MIR4735,2.0
CAV3,43.0
TAT-AS1,15.55
NKX1-1,7.0
C21orf140,0.0
LINC02415,0.0
RANP8,13.0
NCRUPAR_2,5.0
AC004585.1,25.0
KLK4,183.787
PCNPP3,9.0
AP004607.8,8.345
UBE2Q2P12,0.0
FCRL3,453.049
AC009027.1,10.0
AC103952.1,5.0
SCOC-AS1,77.001
ZNF627,225.295
MIR17,0.0
HNRNPA3P9,86.0
PBX1,1906.674
LINC00615,31.0
CR848007.3,29.639
RNA5SP325,31.095
IFITM9P,13.43
AP003171.2,30.0
AP001893.2,7.0
AC010547.1,107.507
AL392088.1,21.0
ATAT1,133.0
LSINCT5,168.58700000000002
AL591848.4,337.458
TMEM207,72.0
AC073476.1,16.955
ATXN2-AS,11.0
CPLX3,0.0
PRAMEF8,54.963
SMIM4,97.89
KIAA0232,3004.4019999999996
RHAG,174.0
DNAAF4,432.72
CR381670.1,373.25
ROPN1B,99.581
PPP4R3B,2786.5190000000002
UBQLN4P1,27.241
AC099489.2,27.0
AC023824.7,939.6030000000001
AL049775.2,43.0
UNC93A,60.001
PDCL3P6,32.0
HIST1H2AJ,150.344
AP001804.3,28.0
KLKP1,82.039
FANCD2P2,48.583
AL356583.2,18.0
HCG15,78.782
AC021594.2,27.0
AC025458.1,0.0
HOXB6,105.36300000000001
SLC30A7,1957.692
CDY2B,0.0
MTATP6P16,16.0
DIRAS2,180.83100000000002
RN7SL240P,40.0
AL807752.6,37.065
RNU6-491P,5.0
ERICH5,45.0
MIR377,3.0
PIK3R3,798.202
AC024060.1,65.0
COX6CP2,4.0
SNORD123,6.0
RNU6-819P,2.0
ABHD4,264.408
RNU1-109P,6.0
AC039056.1,16.0
OR8G3P,21.456
AC016877.3,13.0
RPS7P13,6.0
AL356515.1,139.0
NLGN4Y,215.322
TAF9P1,19.0
AC009494.1,2.312
AP000356.2,278.72700000000003
AC037486.1,225.49
MTATP6P9,21.0
CTNNAL1,197.999
AC114402.2,148.34799999999998
AC106786.2,6.0
HOXB2,66.001
RNF19B,2197.0009999999997
LCP2,4062.009
LINC02410,9.0
AL391095.2,7.0
AL591543.1,625.844
PROS1,523.9860000000001
AP000776.1,40.0
CNOT6,951.7149999999999
SRGAP2-AS1,84.595
TTLL11,75.0
GPR174,72.0
MIR4798,5.0
RN7SL518P,18.0
RNU6-851P,0.0
uc_338,387.88100000000003
CA1,6832.701999999999
OR5D15P,23.0
AC022916.2,6.084
AC006453.2,185.10999999999999
OTOF,97.001
AC090617.9,3.0
SOCS3,701.7710000000001
MRPS36P4,10.0
APOBEC1,21.0
HOXB7,89.43100000000001
AL356390.1,13.0
PDK2,92.03699999999999
AC009908.1,7.0
SYT1,176.778
AC055811.3,48.0
FAM9B,262.091
CUBNP3,28.363000000000003
AC022173.1,17.0
AC036111.1,7.656000000000001
ATIC,180.725
RN7SL834P,151.0
AC004241.1,259.63
KLHL10,42.99999999999999
AC018737.2,587.101
AL139418.1,5.0
AL353194.1,49.471000000000004
BNIP3P37,160.043
AC114489.1,121.84
AC019080.2,17.0
PPP5D1,777.4929999999999
LSS,98.83600000000001
PSMA2P1,18.0
NDUFB10,121.0
MIR5692C2,3.0
AC010343.1,8.751
TMEM255A,65.00000000000001
AC092941.1,4.0
ZRANB3,841.6459999999998
TMPPE,842.0
SEPT7,2320.5890000000004
AP002381.1,79.083
SNORD114-27,0.0
AC093390.2,40.606
AL590867.2,0.0
IGHVIII-38-1,2.0
JAKMIP1,114.903
LINC01579,1316.864
TRIO,671.481
ADAT1,678.467
AP005329.1,116.94200000000001
TMX3,1817.2319999999997
AC074121.1,6.0
TNF,181.0
NBDY,98.617
SNORD25,2.613
RPL23AP18,131.59
TCEA1P2,166.977
AC096920.2,5.0
AC009093.3,317.4
CT45A7,0.0
AC079298.1,14.294
AC009480.2,9.0
SLC22A18AS,25.0
ARL5A,1131.324
FLNB,437.057
AC096554.1,18.0
AC091078.1,587.9519999999999
CCDC3,48.867
LGALS13,19.672
AC105036.2,0.0
RNU6-800P,0.0
MTND1P9,89.10600000000001
CNMD,33.0
AC060809.1,18.0
ADAM29,370.861
MTND4P26,304.874
APPL1,1057.878
AC099343.3,592.414
PLCB4,185.0
TTLL9,231.252
NECTIN3,157.99899999999997
AC008749.1,0.0
BANF1P5,6.0
AL135923.2,15.0
DTX3,71.0
FTCDNL1,69.0
SUZ12,1701.2020000000002
RNU6-1150P,1.0
EFR3B,431.433
NUDT11,51.559
MT-TT,459.12300000000005
EEF1DP7,106.0
AC022211.3,134.96200000000002
CPEB2-AS1,252.074
SELENOI,631.5759999999999
OR5AK2,29.19
OR2M7,29.988000000000003
SAR1AP2,7.0
AL136982.3,84.428
AL358335.2,7.0
LINC02262,22.0
AC084851.3,17.171
MEX3C,435.0
MIR664B,0.0
AC096638.1,8.0
DNAJC3,3144.8019999999997
AL138963.1,30.0
AC020980.1,18.0
PPP2R3B,244.583
AP001206.1,24.443
RNU6-1105P,2.0
AC012414.7,36.584
LYPD1,42.562
RN7SKP149,138.759
AC019064.1,8.0
ZNF561-AS1,117.70899999999999
AL353795.2,24.0
UTP4,411.73199999999997
CCDC121,132.98800000000003
CKS1BP6,0.0
AC090971.2,43.885
AC012362.1,15.0
PWRN3,34.0
NDUFS4,143.99200000000002
LYPLAL1,424.0
TMCC1-AS1,1272.2410000000002
AC211476.1,6.516
SQLE,196.0
RN7SL840P,80.414
MIR548AW,1.0
RALB,2149.0
RN7SL674P,77.34100000000001
AL645936.1,5.0
FAM90A16P,0.0
MAP2K6,1158.4100000000003
OR4A8,25.455
MIR101-1,5.0
PTP4A2,4313.129
IGSF8,55.99900000000001
BX119927.1,11.314
TOMM20,476.749
OR2K2,18.0
C1orf21,323.5259999999999
RN7SL646P,22.112
GCNT7,363.47900000000004
FAM90A27P,23.983
AC134508.1,352.05800000000005
GATA2,87.0
LINC01651,21.0
ACO2,231.14999999999998
RNU1-51P,2.0469999999999997
FKBP4P7,0.0
PDIA3,853.69
MRPL53P1,49.0
AL596218.1,58.00000000000001
BMPR1B-AS1,20.0
SNORD33,1538.983
AP001793.2,44.035
C1orf229,267.497
KDM1A,352.00000000000006
IGBP1-AS2,24.14
RBP2,22.0
EEF1A1P42,26.0
AC100872.1,4.0
AC242498.1,0.0
RNU7-192P,9.0
TMEM63B,357.00000000000006
GALNT8,350.73900000000003
PLEKHM1P1,1894.878
LINC01842,209.97299999999998
RNA5SP332,4.0
MIR1302-4,6.0
AC087284.1,441.0
AC008737.3,135.475
GALNT10,1481.9799999999998
UBE2D2,1137.101
RN7SL388P,16.497
HERC2P10,48.146
DNAJC10,8110.092000000001
VAMP1,873.595
SNX31,90.18599999999999
LINC02555,306.0
RPL31P20,18.0
OR5M7P,41.038999999999994
RPL31P44,11.0
KRT7,60.102999999999994
PNMA1,161.0
TRIM75P,31.0
AP005380.1,10.0
IGHV3OR16-11,2.165
M1AP,145.527
DUXAP6,3.036
AC007405.1,433.38
NPIPB3,1700.171
SPATA31A5,9.103
BANF1P2,9.0
C11orf86,22.0
HLA-DQB1-AS1,23.801
RNU6-928P,0.0
USP49,949.761
CROCCP4,15.962
AC139887.3,7.0
LRRC37B,929.5010000000001
TAB3P1,29.0
AC072022.1,1129.144
RNU7-45P,148.0
AF099810.1,17.0
CENPN,154.423
LINC01640,15.0
SSR3,914.612
AL049776.1,690.705
MAGEB2,12.0
AF130351.1,72.0
AL390061.1,13.0
AP001086.1,10.731
AC055733.1,41.0
NUDT4,3509.2760000000003
DSC3,317.428
RASAL3,214.00099999999998
CTTNBP2,170.00000000000006
AC005786.2,10.332
AC068768.1,295.15799999999996
SNX29,934.566
TPT1P11,18.721
AC011524.2,58.0
RN7SL622P,451.23699999999997
AC078880.2,23.0
LINC02467,14.0
SNX18P8,0.0
LINC01455,19.0
COA6,72.843
CBX7,321.494
NPM1P28,22.0
AC091812.1,76.749
AC009511.1,5.502999999999999
AL929302.1,2.0
AC124804.1,256.716
DCAF11,1268.179
AC073349.1,6.6770000000000005
SNRPB,164.0
PNLIPRP1,309.106
VN1R37P,6.767
AL139099.4,2.249
ATP5J2-PTCD1,1.218
AC046134.1,32.673
RHOT1P2,9.057
EFHB,180.34
LINC00583,12.0
MIR548A1HG,27.0
TRPC6,166.50300000000001
DIS3L,527.944
Z98884.1,24.046999999999997
COQ3,89.819
RBM4B,295.286
HOXD1,16.235
CYP3A52P,2.0
FAM155B,34.0
KRCC1,364.0
LAMC2,239.22699999999998
KC877373.1,6.0
SUCLG2,275.00600000000003
SYT16,759.771
RNU1-85P,4.0
STK11,384.63
AP001207.2,7.0
CXCL5,272.45
AC083865.1,225.0
AC009474.1,17.0
AC123905.1,26.0
LINC01128,625.2310000000002
RPL35AP25,26.0
MIR3152,3.0
AL603766.1,27.361
PSMB5,84.0
AC092601.1,17.0
AL359736.3,0.0
SNORD107,0.0
AL049651.1,175.408
EEF1A1P1,13.014000000000001
PTBP1P,18.0
CCNHP1,15.0
AC023442.3,29.0
AL645929.1,13.13
PAX4,69.404
RPL21P111,20.369
PARP16,114.89699999999999
DPPA2P4,23.0
AC008798.1,0.0
AP000997.1,30.456999999999997
AC105020.6,13.923
LINC02320,7.0
MIR4750,0.0
ALG1L14P,0.0
ARHGEF6,1845.325
AL357559.1,6.0
RN7SK,742762.834
IL36B,62.0
RN7SKP178,9.0
SMPD1,108.99999999999999
GIN1,374.909
GOLGA6L22,550.72
KIF20B,566.731
AGPAT1,264.46000000000004
GSTA8P,36.0
AC084824.4,44.016000000000005
AC006019.3,17.204
WBP4,202.987
AL132801.1,81.081
MBTPS1,1173.1080000000002
CA5B,1805.105
BORA,161.665
CNOT4P1,25.0
CLIC2,394.783
AC090970.1,61.701
AL078601.2,14.0
RNU1-49P,4.0
LINC02384,641.558
TAS2R30,283.095
MIR194-1,3.0
AL135790.2,2.0
DNM3OS,148.0
TMEM236,762.563
AP002409.1,37.239000000000004
LST1,2151.161
AF233439.1,1.0
AL033539.1,33.0
SLC13A1,145.14499999999998
MIR129-2,2.0
LINC01505,386.188
LINC01532,84.067
VSIG10,473.49199999999996
MIR6506,0.0
NGFR,31.514
ADPRH,218.92100000000002
RNU6-170P,2.0
RPS23P8,208.66400000000002
RNA5SP369,6.0
DDC,78.323
LINC01866,16.0
RN7SL690P,176.685
EIF4A1P2,14.369000000000002
HNRNPU,10379.055
AC091151.1,10.0
AC022784.1,78.89
KLHL5,1538.527
Z93929.2,19.0
COL21A1,213.002
ANKRD36BP2,7677.985000000001
RN7SL318P,3.963
EIF4E2P1,49.0
KRTAP19-7,27.0
LSM1P2,5.0
AC018797.2,33.582
CYCSP33,7.0
MIR130A,3.0
JAML,19024.005
RNA5SP261,6.0
RNA5SP192,8.0
STT3B,1677.0
OR7C2,14.008
KC877982.1,1.0
NOP14-AS1,332.547
HAND2-AS1,411.474
Z94722.1,4.0
AC243972.1,73.461
STEAP1,47.289
FCRLB,46.0
TSSK1B,21.605
MTCO1P47,54.0
SNORA2C,97.0
CCL20,49.998999999999995
PXDN,226.964
AGBL1-AS1,81.723
KRTAP2-1,16.713
AL049612.1,30.0
CLCF1,38.0
HBG1,770.205
C14orf180,17.0
RPL7AP10,34.0
LAMA2,288.802
MRPL24,68.0
SLC26A1,30.442
ZNF385C,345.31600000000003
B4GALT3,248.0
AL391704.3,38.0
MBP,5628.559
AC008758.5,0.0
LINC01365,24.0
AC026979.1,22.872
CREG1,1315.9999999999998
AC091806.1,327.976
EEF1GP7,4.0
AC092647.5,0.0
MIR499B,0.0
MIR4523,0.0
TTTY12,10.0
AC006369.1,237.37
OR52J3,23.0
AL133304.1,66.488
C1orf52,528.6310000000001
TMEM147,47.120000000000005
DCAF13P2,42.0
RNU1-74P,4.0
AC027613.1,87.0
THYN1,119.001
AC073410.1,9.0
MIR6512,1.0
MIR2467,22.0
C9orf131,281.89
OR7E102P,28.535
ZNF829,820.614
JPH2,74.0
AC020765.3,9.818999999999999
PODN,104.453
RN7SKP209,3.0
MTND4LP2,7.0
AC018685.1,8.0
AC055855.2,100.57799999999999
AC021979.2,5.0
RPTOR,257.291
SLC25A5,253.774
SLC35A2,69.0
CAV1,80.0
AP005136.2,134.461
HSPB7,64.0
FRG1,587.1980000000001
LINC01999,27.871
GUSBP9,26.320999999999998
VN1R53P,29.0
AL731563.1,15.0
PCDH9-AS4,18.0
ATG4B,344.0
MRPL50P4,13.0
AC087623.2,10.0
RPL17P2,14.0
AC018845.2,11.0
PPP1R1B,80.999
DHX9P1,50.983999999999995
CFHR5,116.719
RNU4-58P,4.002
AL137224.1,2.0
MAP7D1,442.69
EEF1A1P14,32.215
AP001001.2,27.0
CALM1,2076.9900000000002
FAM46D,47.00000000000001
NECAB2,41.001
AP001058.1,3.0
PFKFB4,1559.2089999999998
AC107918.3,16.0
IGLVIV-59,5.0
MT-CO2,5531.885
AC019129.2,19.0
AC104823.1,84.12899999999999
RNU4ATAC9P,1.006
HINT1P1,12.0
Z85994.1,41.0
PPP1R2P2,9.0
RNU6-308P,1.0
HADHB,1162.2399999999998
MGRN1,956.152
LINC00917,71.0
RAB4A,379.0
AC107294.1,3.0
AL158066.1,104.037
AC026369.1,115.98399999999998
HSD52,193.10099999999997
TRAV31,7.0
SCARB1,378.148
MIR382,0.0
ZNF677,824.627
LINC02220,10.0
RPL35P3,9.0
AC011456.1,2.465
CLK1,4041.802
ING2,67.0
AL353072.1,31.0
ME1,135.0
SIRPB2,1537.584
AC007375.2,0.0
CLDN2,30.0
H1FNT,24.0
AL133396.1,4.0
AC011611.2,5.0
UST-AS1,5.0
ZER1,729.0
AP006437.1,95.331
TRAJ22,6.0
U73023.1,13.0
SNORA19,51.0
AC004691.1,14.0
AP001002.3,2.509
AP001178.3,550.409
AMT,339.25699999999995
OR6C70,25.0
LRRC42,78.0
