gene_name,HH003_B3_SA_S6
RPL23AP89,5.0
AC034102.2,0.0
FXYD5,25.361
SLC2A8,24.0
AC006019.3,0.0
AC243972.3,0.0
AL359918.1,8.0
PTGES2-AS1,129.539
AL589765.7,2.0
AC010536.2,2.0
LINC02221,1.0
DUSP14,21.0
TMEM240,2.0
MIR3944,0.0
MIR4793,0.0
AC121764.1,4.0
STRN,119.776
AC011853.2,3.0
AC092933.1,24.159000000000002
DDX28,8.0
CSF2RBP1,3.0
ZNF79,13.0
AC006333.2,45.0
AL031705.1,29.0
MTOR-AS1,9.0
AP000432.2,1529.736
VN1R10P,4.0
GAS2L1P2,8.0
ZNF385D-AS2,16.0
AL353662.2,0.0
ABR,92.524
LINC02071,47.28
AP005205.2,0.0
HCST,13.0
GMCL1P1,11.625
ZNF970P,1.0
AP002383.4,7.874
AC022616.4,1.0
AC107953.1,0.0
AC099730.1,6.212000000000001
RPS29P33,3.0
FERMT2,117.27499999999999
LEO1,46.367000000000004
SMAD1-AS2,19.0
PAGR1,13.0
AP006259.1,14.960999999999999
AC012313.7,2.0
RNY4P30,0.0
CCDC181,51.376
AC007160.1,0.0
EEF1E1,341.517
AC136489.1,20.105000000000004
AL591684.3,4.782
AL360004.1,9.25
AC018523.2,0.0
RNU4-7P,44.023999999999994
VWCE,20.704
PRAMEF35P,8.145
AC083906.4,2.3209999999999997
VDAC2,47.191
SMAD5-AS1_2,0.0
AC004637.1,1.0
ZNF69,36.011
CR769775.4,46.0
PSG8,34.409
MAN2C1,99.947
JAM3,37.001000000000005
CEBPZOS,99.26300000000002
SNORD116-2,9.399
ENPP7P5,5.106
CRACR2A,159.69600000000003
ECSCR,7.0
AC090164.4,1.0
AP000870.1,0.0
AC068389.2,1.0
ATP6V0D2,43.665000000000006
RNU6-106P,0.0
GAPDHP48,7.0
LRCH3,258.358
TRBVB,1.0
AL445645.1,4.0
AC134879.2,1.072
WARS2-IT1,1501.62
RN7SKP94,2.0
SNURF,7.182
AC087612.1,6.5329999999999995
LINC02018,89.958
AC006455.1,0.0
EFCAB8,19.0
AC063923.2,110.824
RNU6-1125P,2.0
LIG4,68.0
AC011242.1,19.592
AC093720.1,4.5169999999999995
NBEA,137.28400000000002
RPS6KA4,13.998999999999999
AC019129.2,8.0
AC022148.2,4.0
AC104451.1,3.609
AC091903.1,0.0
OR7E7P,1.4809999999999999
PPP2R2C,138.869
TRIM60P15,13.0
RN7SL675P,1.0
AC068538.1,11.0
RNU7-154P,0.0
OR5AM1P,6.0
AC027250.1,12.0
AP000346.3,1.0
AC069079.1,2.0
AC069234.2,1.0
METTL8P1,1.0
ADAMTS19,42.001000000000005
AL451142.1,1.0
ITGB2,406.999
MRPL57P1,0.0
ACTG1P20,0.0
AC023078.4,3.0
RN7SKP106,1.0
AL390123.1,2.0
MC3R,1.0
RASSF1-AS1,0.0
LINC02120,24.0
AC232323.1,1.879
AKAP17A,39.0
CD177,39.0
AC090844.1,4.0
LINC02196,0.0
LINC01362,34.0
OR13C5,1.0
LINC01035,15.687000000000001
C12orf49,139.03199999999998
AC108051.1,2.0
EBLN2,21.0
AP001793.1,4.0
AC025161.1,2.0
ZNF562,872.773
GALNT18,10.0
AC004987.4,20.653000000000002
DSCR4,22.0
PTPRU,15.0
RNU6-672P,1.0
AC091133.2,0.0
TTLL2,17.836
AC011479.2,7.952999999999999
KRTAP10-8,1.105
AC020928.2,33.818000000000005
NDUFS5P4,1.0
RNF38,81.0
LINC01712,17.093
LINC01040,11.0
AC080038.2,3.0
CACNA1S,18.0
SSR1P2,4.0
SULT2B1,20.294
KLHL8,126.92200000000001
AC104350.1,29.0
USP12PX,4.9639999999999995
RNU6-1103P,1.0
XKRY,14.998
GON4L,176.76399999999998
MIR576,3.0
AL731534.1,1.0
CSRNP3,129.795
TTLL11-IT1,6.0
MIR4501,1.0
NRN1L,5.0
STMN1P2,6.0
CMTM2,31.0
CDKL4,11.0
SLC12A5-AS1,17.066000000000003
AC007238.1,31.714000000000002
AC092910.3,440.75800000000004
ATP5F1P6,4.0
AL713999.1,5.985
LMX1A,35.0
LINC01044,11.834000000000001
ARPP19,150.72699999999998
GRK1,10.0
RPL21P111,10.827
AMER1,44.236999999999995
AP001432.1,5.569
DNAJA3,97.902
LINC02210-CRHR1,0.0
EEF1DP2,3.16
AC098828.1,0.0
SNORD53,6.0
LINC02238,5.0
COL6A2,8.0
KRT126P,6.0
CBX3P8,22.483
MIR6766,0.0
ATOH7,13.0
AL445490.1,21.0
MIR519D,0.0
RBMY1KP,3.0
AC068533.3,4.0
NMTRS-TGA3-1,0.0
ZKSCAN4,29.333000000000002
CHRNB1,70.613
AC020911.2,9.0
DACH2,26.122999999999998
AC107958.1,3.0
AC010649.1,2.0
CCNYL2,135.869
CKAP2P1,12.0
LINC01541,141.977
AL356276.1,2.0
GART,109.083
LYPD6B,14.001000000000001
MIR4318,2.0
PTK7,110.029
PPIL1P1,3.0
AL645568.1,33.0
HDAC9,152.697
AC026402.1,1.0
AC073530.1,19.999000000000002
RNU6-338P,1.16
AC009365.1,9.0
EDEM2,22.0
AC023274.1,1.4180000000000001
AC119619.1,0.0
AC096736.2,1.0
AL136526.1,91.0
LINC01002,538.178
LINC02311,7.0
GFAP,306.5210000000001
RGS7BP,19.0
EDN1,12.0
PLCE1P1,5.0
GAPDHP24,1.0
APOD,10.016
AC087565.1,4.0
LINC02554,69.0
AC067942.1,25.121000000000002
OR56B3P,5.0
AC091691.2,32.514
USP27X-AS1,2.0
AC016687.2,26.0
ARHGAP31,74.976
LINC02072,18.143
YIPF1,23.0
LINC02154,31.678
MIR211,0.0
CDIPT,29.0
MIR5010,0.0
SNORD36C,184.679
TMEM35A,16.054000000000002
RPL21P50,6.0
RN7SKP298,0.0
TBX20,6.269
ANKRD46,47.001
MROH2B,66.0
RN7SL283P,7.0
HOXB13,704.965
OR7E83P,5.02
TXN,17.105
AC092638.2,12.0
LRCH4,183.8
AC073352.2,1.0
NUP62,47.019
GABBR2,24.794999999999998
CADM3-AS1,28.0
AC091167.7,1.0
GPC1,14.0
AL135785.1,5.0
AC069272.1,3.0
OR5F2P,6.0
AC209007.1,9.0
GPRIN1,6.0
MIR3195,0.0
ANKRD13C,50.0
MECOM,859.7080000000001
LMOD3,91.795
LUC7L,78.16000000000001
AL354676.1,2.0
AL357673.2,28.0
SCARNA22,191.0
ZSWIM3,6.0
LINC01800,17.0
MUC6,79.0
MTRNR2L12,8.208
AL356289.3,13.071
AC011124.1,33.0
AC114737.1,0.0
LYSMD2,19.0
AL355297.4,8.0
AC007228.2,17.615
AC026787.1,5.0
MIR6715B,0.0
SPECC1L,19.149
AC007274.1,4.0
AL512844.1,4.117
RNU6-460P,0.0
ANKRD12,328.759
AC002091.2,1.0
AC108488.2,3.082
TPRKB,28.135
AP005057.1,8.0
AL390774.2,7.0
AC074135.2,3.0
ADAD1P2,10.0
SNORA54,2565.0
Z82244.2,10.777000000000001
ANKDD1B,25.999999999999996
HCRTR1,6.0
SYAP1,191.934
AC005162.2,5.0
KCP,46.454
C13orf42,89.221
RPS4XP16,5.004
C15orf54,35.0
AC008164.1,1.0
HPSE2,46.0
AC079336.7,6.0
SLC36A2,52.296
P2RX7,84.596
C12orf45,5851.722
NAMPTP3,0.0
SHANK3,13.0
UBE2Q2P4Y,4.0
TUSC8,4.0
WBP2NL,66.635
SBNO1,169.39
LINC01627,1.0
AC005842.1,5.0
DNM1,88.39699999999999
SDCBP,275.66200000000003
RNASE10,25.241
RNU7-128P,1.0
CADM2,94.0
HSD17B2,357.501
HTR3D,8.336
PAICSP2,19.0
IGHVII-30-1,3.0
KCNJ12,31.101000000000003
WBP1LP1,3.0
DSCAS,10.0
LINC01494,25.656
AC009501.1,25.0
GAPDHP26,3.0
HIGD1AP1,3.0
RAB8A,42.412000000000006
R3HDM1,118.05799999999999
AC139718.1,0.0
FGF7P4,0.0
WDR64,54.001
UBN2,291.97999999999996
HIPK1-AS1,61.641999999999996
SLC30A2,26.712
TRAV22,5.0
HSD3BP2,3.0
NDFIP1,106.376
IPO5,109.941
AC234782.2,16.541
TTC14,182.047
AL135925.1,8.728
RN7SL718P,273.095
RN7SKP147,0.0
DNAJB12,46.998999999999995
RHCE,6.593
AC124303.1,9.0
AC010533.1,27.964000000000002
AC147055.3,6.2860000000000005
RPL37P6,3.5839999999999996
AC040174.2,7.0
STAT1,149.001
RN7SKP188,1.0
MIR1243,3.0
USP9YP1,8.666
AC015923.1,2.0
METTL13,17.0
HMGB3P5,16.0
WHAMMP3,422.958
SNORD38A,17.0
SNORA24B,16.054000000000002
LINC02064,28.0
BCAR1P2,0.5
AC027451.1,0.0
AC007390.2,1109.0919999999999
AC092964.1,38.497
RNU6-147P,1.0
AC010761.1,11.0
IL23R,64.765
FAM26E,145.004
AC073488.4,23.465
GJA3,32.0
SETP11,16.0
AL034376.2,3.0
AC073869.5,0.0
TSIX,7833.366999999999
MRPL36,6.0
GANAB,77.995
USP8P1,22.298000000000002
AC091078.2,5.903
MTATP6P18,8.0
AC100826.1,6.0
MTFR1,57.99999999999999
AL136087.1,0.0
LCMT1-AS2,65.164
AC234778.1,2.0
AC006946.1,5.0
C9orf135,7.0
ANKRD30BL,159.111
EXOSC9,37.0
ERC2,82.0
VPS39,98.268
ELOA,45.0
MIR5697,0.0
AC044798.1,3.0
DCAF4L1,59.011
TRAPPC6B,135.5
AC067931.1,4.0
AC005324.4,0.0
HMGN1P15,4.0
AC069213.3,1.0
AC083843.3,60.0
SLC25A23,27.967
SENCR,7.0
ANKRD36B,110.734
MIR147A,2.0
OR8S1,2.0
AC135776.1,11.0
RNF8,53.302
AC008814.1,5.0
MTND6P17,7.0
PEX2,80.32600000000001
RBX1,41.0
TRIM58,255.257
CICP16,3.437
KRTAP4-2,1.0
DCAF7,99.78399999999999
TOB1-AS1,15.114
RPL21P103,6.0
EPHX3,4.0
AC008763.1,1.0
AC091305.2,14.0
LRRC30,1.0
AC008669.1,19.0
VN1R37P,3.0
AC105918.1,3.0
IMPDH1P5,1.0
ATP13A1,25.948
CINP,96.22
AL512356.2,0.0
MPRIPP1,3.395
AL035420.2,17.338
FOXP3,7.0
AL451049.1,7.0
AC012309.2,1.0
RNA5SP364,0.0
CCL3,6.0
AC245100.1,10.0
AC090651.1,4.0
AC090192.2,5.0
AC078814.1,7.41
RCC1,28.0
SRSF6,694.1610000000001
AC066692.1,0.0
NPY6R,24.02
AC026691.1,20.0
SSTR5-AS1,30.692999999999998
CADM2-AS1,58.0
EIF4BP6,10.572000000000001
AC073592.7,5.0
CENPE,146.99900000000002
MIR589,0.0
AC021146.5,2.0
RNU6ATAC,6450.232
AL157888.1,1.0
GIPR,71.836
AL929410.2,0.0
RNU6-493P,1.0
RN7SL655P,8.701
ZNF830,34.0
PRKCI,83.57799999999999
ZNF414,27.279
RN7SKP299,4.0
AC105443.1,2.0
AC010620.1,6.0
CLCA4,56.0
AC055764.2,3.0
CBR4,140.07399999999998
AC113139.1,5.0
BNIP3P40,4.0
AC002064.2,2.0
LINC02411,5.0
GOLGA2P6,4.052
MIR219A2,8.0
AC116038.1,1.0
AP002761.1,4.414
AC020550.1,2.0
AC022784.1,15.226
GABRR2,12.0
AC004485.1,2.0
LINC00667,88.379
CYP1A2,43.728
FBXO2,31.761999999999997
PCDHA3,30.754
TBC1D5,170.70499999999998
SLC29A4,50.86600000000001
CHL1,139.001
GNG14,4.0
KLF2P2,5.597
JAG1,64.999
DPH2,14.001
LTK,16.0
TMSB10P2,2.0
AC027281.1,12.0
AC006116.2,8.0
RHOXF1P2,2.0
RN7SKP56,7.0
LINC01823,5.0
AF186996.8,2.9160000000000004
AC017015.2,7.0
MIR644A,1.0
AC026310.3,15.07
SEPT14P19,58.132
RN7SL383P,3.721
KCNK12,14.0
RNU6-601P,0.0
C7orf33,17.0
AL161782.1,1.0
PROSER3,107.049
GGTLC5P,0.0
SIK2,90.579
AL049646.1,250.0
AF127577.6,3.0
ALDH18A1,27.0
MIR3940,0.0
AL672142.1,0.0
AC012485.1,44.166
NDUFB4P10,1.0
RPL10P1,1.0
AC053503.6,58.735
SLC4A5,211.693
LINC02531,6.0
MTND1P34,13.0
HNRNPA3P4,16.015
PCGF5,135.263
NPIPA5,3.531
CIART,56.494
MIGA1,186.417
BX119917.1,0.0
HNRNPCP1,20.131
GOLGA2P8,2.0
LINC01694,246.267
AL592161.1,6.0
AC114755.3,1.0
CTNNA2,99.95500000000001
SCN10A,20.0
U91328.1,0.0
AL161725.1,44.846000000000004
PWRN3,7.0
SPDYE11,24.083000000000002
MRPL40P1,0.0
LINC02008,16.176
SLCO1C1,46.113
CNNM3,14.0
BMS1P22,100.844
CALY,10.0
PTTG2,4.0
AC012508.2,8.0
AL137003.2,40.0
CYCSP26,5.0
LINC01050,3.0
SNHG21,2.53
RN7SL155P,10.838
OR8G2P,2.0
ADAMTS12,76.0
AC010754.1,11.0
AC008758.2,22.0
RPL5P16,5.0
AC092916.1,6.0
AC069262.1,2.0
IFI35,22.326999999999998
AC006366.1,4.81
PP12613,26.0
CUBNP1,6.77
MIR4514,3.0
AC104982.3,0.0
AC068137.2,0.0
RN7SL524P,51.938
AC145285.7,5.0
RN7SL352P,0.0
SNU13,26.0
ANKRD20A7P,15.257
FBXO32,74.53399999999999
HMGN2P16,0.0
AC080112.4,8.0
AL583856.1,11.0
AC108477.1,7.0
MIR6886,0.0
AC002985.1,0.0
ZBTB48,24.0
AC093536.1,2.0
CYB5D2,28.643
TRIM64EP,20.589000000000002
POU3F1,2.0
ZNF653,4.0
AL355922.4,0.0
AL163973.2,1.0
OR4A50P,2.0
TMIGD1,14.0
AC023141.1,0.0
AC018892.3,61.826
SEPT7P5,0.0
RN7SKP206,1.0
ADCY5,49.0
AP000787.2,7.0
RN7SL108P,5.0
PSG3,33.366
SLC25A21,54.738
AC026191.1,15.406
LRRC41,114.67399999999999
TRIM2,133.002
CDKN2AIP,30.0
LINC02240,38.0
IFNAR2,195.615
AC008992.1,1.0
AP000889.1,1.025
USP12PY,4.035
AC004893.2,64.93
SIRT1,58.0
NUTF2P8,1.0
PREB,19.000999999999998
LINC01312,21.0
AC010547.5,0.0
AF129075.2,2.0
GNL3L,43.617000000000004
RNU6-1141P,6.0
PANK2,118.582
SPTLC1P4,4.774
JTBP1,0.0
BAHCC1,31.0
LINC01736,0.0
CLEC18C,34.033
TVP23B,177.344
AL359075.2,34.85
AP000893.1,0.0
RPS6KB2,87.739
ARRDC2,27.0
KIF25,59.0
RNU2-12P,5.902
AC012404.2,0.0
LINC02557,0.0
SNORA12,1426.0
EIF3I,36.013000000000005
LINC01911,10.0
RMDN3,41.001000000000005
SPACA5B,0.0
FAM181A-AS1,17.625
RPL34P27,1.0270000000000001
MIR3128,0.0
AL133215.1,0.0
BX005195.1,50.605
DAXX,28.000999999999998
HNRNPA3P2,17.153
C1orf68,1.0
AC013467.1,5.0
UBXN4,105.99900000000001
RPS29P3,2.0
COX5BP2,3.6260000000000003
AC008410.1,1.0
LINC02111,12.0
LIN28A,81.013
AC012354.1,29.0
LINC01014,4.0
FAM90A21P,0.0
MAGEA7P,3.0
AC010478.1,98.0
AL354740.1,96.14200000000001
LINC00844,1.0
BOLA3,49.547
MIR1255B1,0.0
SOX17,26.0
LONP2,198.33100000000002
AC015819.3,85.465
CD14,53.99999999999999
VGLL4,87.915
AC009567.1,3.0
LINC02269,7.0
RPP21,20.0
AL354733.1,4.335
RPS16P5,2.0
AL451007.2,3.0
TBX10,6.0
GAPDHP52,11.700999999999999
MFAP1,23.0
MMP13,39.0
TOMM20P1,1.032
AC137630.1,1.0
TMEM132D-AS1,31.174
RPL23AP4,0.0
TARDBP,201.48299999999998
RPL32P35,0.0
ZDHHC9,21.0
LINC02402,16.0
SNN,60.0
AC064853.3,36.394
ASH1L,206.45999999999998
TEX14,43.998999999999995
AC234781.5,0.0
RIN2,40.79600000000001
LINC02084,7.0
ABHD17AP9,0.0
AC091982.3,4.0
CCDC184,6.0
URGCP,78.60999999999999
MKNK2P1,2.0
ZNF324,9.29
GHRL,12.0
AC245369.8,0.0
RPS27AP9,2.633
ZNF564,115.0
AC093904.2,2.0
AC097537.1,12.0
AC013468.1,4.0
RN7SL313P,0.0
AC018511.1,3.207
MIR3188,1.0
OR5AL2P,6.0
RNA5SP184,1.0
AL034550.2,36.376
RN7SL266P,6.0
MRAP2,16.0
AC023794.3,20.917
ENPP7P4,2.677
AL137001.1,18.0
HSFY5P,6.599
RFK,74.255
AL591419.1,0.0
RN7SL120P,3.0
PTCHD4,90.141
AC239367.1,3.0
AP002512.2,4.0
MIR889,1.0
AC092638.1,11.0
ANKRD50,116.0
TAS2R20,21.0
PARP4P3,4.725
AL592295.1,3.0210000000000004
LRRIQ1,157.77800000000002
AL160162.1,6.0
MPZL3,120.39
LSM12,60.178
AKR1C7P,12.708
RBMY1J,58.016000000000005
BX088651.3,2.0
USP9YP9,9.0
AC096734.2,3.0
TET1,90.0
TRAV27,5.0
RPL26P9,5.0
AC073488.1,3.3760000000000003
EBAG9,41.0
PRICKLE2-AS3,41.876000000000005
LINC00461,132.371
ANKRD2,3.0
AL078612.2,4.0
TM4SF1,31.0
ZNF667-AS1,58.977999999999994
OSCAR,37.321999999999996
AL445472.1,51.785
GLRX5,123.999
CPNE8,42.998999999999995
LINC00882,79.944
RN7SL418P,11.100999999999999
AC245096.1,0.0
HCG21,5.0
VN1R87P,6.0
ZNF861P,0.0
PDLIM4,10.0
RN7SL141P,71.634
AC034102.7,4.0
AC022149.2,1.0
ANKAR,85.0
PPP1R16B,41.604
GSTA12P,3.0
TOR1AIP1,179.346
AL109811.3,8.701
LINC01095,12.001
AC018755.3,0.0
AC093870.1,5.0
CUL1,33.0
ELAVL1,127.212
GRAMD4P2,2.019
AL645608.1,7.0
SNORA50A,584.0
AC004383.1,0.0
C8B,15.0
AC083843.1,3.0
AC037198.1,0.0
AL353572.3,5.0
RN7SKP268,0.0
AL445363.2,37.034
AC092546.1,10.0
KCNH5,165.67
AL031963.3,12.0
AP001282.2,0.0
BCAP31P2,1.656
GGTLC1,1.443
AC092067.1,37.666
AC005412.1,1.361
AC006960.2,27.0
ADAMTS7P3,8.802999999999999
NANOGP8,0.0
NOS2,15.0
HIST1H1PS1,5.0
SYTL5,23.0
AC084149.2,12.0
AL662800.1,24.116
RPSAP43,0.0
DAP3P1,4.0
HNMT,69.69800000000001
AC139453.3,4.0
LINC01507,4.0
RFPL1S,132.725
AC097491.1,11.0
DERL3,11.0
TEX29,9.0
FOXP1-AS1,5.579
MIR6868,0.0
AL512288.2,2.0
AC002407.1,19.0
HMBS,25.999000000000002
RN7SKP226,2.0
UVRAG,122.218
EEF1A1P17,1.024
HNRNPA1P8,5.029
PTPN6,110.999
UNG,18.0
SYT11,85.206
RPL29P25,8.009
AC010395.1,10.0
AC084364.1,13.0
AC114321.1,12.0
NLRP9,27.642
SPOCD1,65.008
LCLAT1,1302.4630000000002
NHP2P1,0.0
RNU6-806P,0.0
GLB1L2,22.409000000000002
BSNDP1,8.719
TFAP2C,20.0
RN7SL787P,0.0
AC118658.1,6.0
MUC20,37.135000000000005
RBM46,37.0
AC120036.3,2.0
AC010547.3,16.0
AC017007.1,3.0
OR13I1P,13.715
CAP2,32.0
TMPRSS3,54.632
AC010641.1,1.0
AC091153.2,2.0
CU633904.3,7.0
RNA5SP206,3.0
USP42,50.999
AC010401.1,0.0
hsa-mir-550a-1,0.0
CYP4F36P,0.0
FAM209B,3.34
EDA2R,12.177
RNU4-69P,3.0
LINC00346,899.9739999999999
AC135068.4,8.472000000000001
OR4C2P,1.0
PSMC1P10,9.0
RN7SKP114,0.0
SULT1C4,56.815999999999995
RN7SL472P,23.128
AC093664.1,0.0
AC133540.1,3.0
AC124804.1,54.11800000000001
AC140125.3,10.0
TRAV24,6.0
RN7SL211P,2.0
BX842568.1,1.0
MAGEA2,0.0
ACA59,1.0
ZNF335,44.227999999999994
GLIDR,112.973
LINC02103,17.0
FAM182A,179.437
ZNF718,41.626999999999995
OSBPL10-AS1,8.988
CCDC106,2.0
TMEM99,16.0
AC063977.3,0.0
PITRM1,49.999
ACTL7B,9.0
HOXC13,23.0
SMU1,105.184
HGFAC,4.0
SNORD114-10,0.0
AC109347.2,5.0
CACNB3,69.321
LINC00354,2.0
AATK,89.001
GABRB1,18.0
KDM8,9.014
AC005703.6,4.0
AC117409.1,6.0
GRIN1,14.001000000000001
COG1,56.769000000000005
AL121694.1,1.9609999999999999
LRP1B,154.635
FADS2P1,9.0
IGHJ2,2.0
AC068254.2,47.943000000000005
AC106779.1,6.999999999999999
AC087045.1,11.0
AC068522.1,0.0
LINC00595,47.4
AL451105.1,2.9139999999999997
TOPORSLP1,64.0
RNU6-179P,0.0
AL117381.1,2.0
FAM196A,17.0
RN7SL619P,46.945
COX4I1P2,2.202
RPS29P17,3.0
DNAJC6,73.166
MYO7B,21.0
MIR6848,0.0
LAD1,18.999000000000002
MIR633,4.0
MIR4780,2.0
AC007336.3,6.0
AL365181.2,40.836
OLFM3,49.0
SPIN2B,5.92
PIK3R4,72.999
RNA5SP179,0.0
RNU7-45P,8.0
C6orf58,14.0
AC009065.1,0.0
DUX4L21,38.236
AC017002.3,6.0
VTA1P2,1.0
NKRF,23.0
AL021395.1,13.0
AC127070.3,165.407
AKR7A2,11.0
VIPAS39,40.0
RPL29P33,0.0
BPIFB3,3.0
STEAP3-AS1,13.0
AC027228.2,26.677
OLFML2B,11.0
AL118520.1,0.0
MS4A4A,31.0
H2BFM,12.0
ANKRD10-IT1,9.0
MIR4734,0.0
UPF3B,46.999
USP9YP2,3.3339999999999996
MTCO3P13,7.0
ERH,33.0
AC103952.1,7.0
TICAM1,7.0
AC093519.1,5.0
ABCF2P2,2.0
AC244098.3,0.0
Z74021.1,2.2840000000000003
ABCC1,58.067
C1orf35,24.525999999999996
EEF1A1P13,18.641
SAP25,0.0
MAP6D1,2.0
RPL7AP69,3.0
RNU6-678P,0.0
RNU6-320P,0.0
AC008780.1,7.0
MIR548BB,0.0
CYCSP49,0.0
AC113208.2,2.0
KRT13,2.0
RN7SKP28,1.085
CBX3P5,16.0
PVRIG2P,0.0
AL109807.1,4.0
RPL21P42,4.027
CCAR2,34.0
AL512637.2,13.0
LINC01506,14.0
FOXP1-IT1,65.0
SNORD13,5463.9580000000005
BMF,40.77600000000001
AC084851.1,0.0
ZNF207,593.764
TMEM229A,10.0
TUG1_4,0.0
AF131216.4,5.0
LINC01948,7.0
RNU7-169P,0.0
PDCL3P1,11.0
ADCK5,4.0
IGHV3-63,12.0
PIEZO1,52.713
AC090897.1,1.0
WNT3,14.92
AC011297.1,12.984000000000002
AC021613.1,0.0
FOXO3B,0.0
AP002826.1,3.0
XKR9,319.223
NOS2P4,3.755
WDR25,34.0
MTND2P22,7.562
HMGN2P25,3.0
SMPDL3A,22.0
AC009997.1,0.0
AC090079.2,2.0
PPIAL4F,0.0
RNU6-1102P,0.0
NEURL4,22.0
AL391422.3,33.0
AL512326.1,5.0
RNU6-983P,1.0
OR10A2,83.29700000000001
AL122127.1,1.0
LINC00265-2P,2.123
AC009965.1,4.1419999999999995
AC104411.1,2.0
GLRA3,153.936
AP005482.2,10.31
ISCA1P6,0.0
IGKV1-13,0.0
SUCLA2-AS1,4.0
AL022323.1,45.531000000000006
AL035419.1,3.0
AL445070.1,2.0
AC092639.1,2.0
AC009806.1,4.0
MIR154,0.0
TEPP,27.093999999999998
AP005262.1,19.0
AC010531.7,6.051
MYO10,229.26100000000002
MIR2115,0.0
TRBJ2-2P,0.0
CRIP3,12.032
C3orf52,45.0
APOBEC3H,10.2
AC138409.2,613.232
MXRA8,12.0
MIR4530,0.0
AC094103.1,9.02
MIR1258,0.0
CRAT,14.999999999999998
AC079949.2,36.023
AC087623.1,2.0
AL589743.4,48.818000000000005
MAP3K7CL,63.244
MYO5C,100.126
ZCCHC3,23.0
HPRT1,10.0
SFR1P1,0.0
SLC3A1,91.51599999999999
AC110995.1,8.0
MIR5582,0.0
CA5BP1,10.802000000000001
GAB1,154.877
MIR28,3.0
AC098976.1,6.0
AC110767.1,6.0
AP000552.3,0.0
AL132656.4,23.0
AC108724.1,0.0
ARL4AP1,15.0
AC069257.2,0.0
ANXA8L1,109.595
AL451054.3,2.0
MIR4739,0.0
ZNF75D,48.456999999999994
MIR19B1,0.0
RNA5SP134,162.02200000000002
BRAF,204.49200000000002
FAM167A,40.494
AC024224.2,7.0
SMCO4,14.656
SLC6A21P,0.0
RASGEF1C,9.0
AC017015.1,5.0
ST7L,70.90899999999999
RAB30,135.0
AC011471.2,0.0
RPF1,29.661
AKAP14,2.0
TSPAN15,9.0
IGHV2-70,0.0
SMC1A,105.0
GHRH,2.0
ANKH,139.91000000000003
SDCBPP2,6.044
AL157702.2,3.0
P2RX1,51.0
NSMF,17.0
PPP1R3E,90.559
RNU6-261P,0.0
MRPS18BP2,7.0
TACC1,231.391
AC097059.2,1.47
AC025419.1,48.74199999999999
AL136295.6,25.248
AC144450.1,321.236
RN7SL121P,22.581
PNRC1,161.99999999999997
TP53,85.531
KDF1,1.0
RPL15P14,5.216
NAPRT,25.000999999999998
SLTM,162.0
AC009269.6,7.0
PLCL2,94.00099999999999
AL049779.2,2.0
PFKFB1,9.0
AC023908.3,23.0
Z99127.1,4.0
BAZ2A,251.949
C19orf68,33.0
